Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Currency_pair,Base_currency,Quote_currency,Exchange_rate,Base_amount,Quote_amount,Base_amount_usd,Buy_sell,Fees_commission,Execution_venue,Trade_status,Trade_capture_stp,Settlement_stp,Settlement_status,Settlement_type,Legal_entity
FXS4197,Bacardi,23-May-2024,23-May-2024,23-May-2024,Y,25-May-2024,CUST004197,Katherine Simpson Finance Company,OTC,Charles Sharaf Mutual Fund,Forex-HK,Forex,Forex-Spot,DKK/VEF,DKK,VEF,1.6324,17011024.3,27768071.12,2551653.65,Buy,170110.24,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4198,Bacardi,19-Jan-2024,19-Jan-2024,19-Jan-2024,Y,21-Jan-2024,CUST004198,David Ganguly Pub Ltd Company,Broker,Rayaan Chhabra Mutual Fund,Forex-HK,Forex,Forex-Spot,USD/AUD,USD,AUD,1.3704,592798.38,812364.54,592798.38,Sell,2963.99,Bloomberg,Cancelled,Y,Y,N,Physical,BKUS
FXS4199,FXGO,20-Sep-2024,20-Sep-2024,20-Sep-2024,Y,22-Sep-2024,CUST004199,Mr Rhys Bradley Non-Banking Fin Co,OTC,Om Prakash Brokers Ltd,FixedIncome-HK,Forex,Forex-Spot,ZAR/USD,ZAR,USD,0.06,118465597.55,7105897.61,6634073.46,Buy,592327.99,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4200,Kondorplus,22-Jan-2025,22-Jan-2025,22-Jan-2025,Y,24-Jan-2025,CUST004200,Julia Tomlinson Finance Company,OTC,Anne Callahan Brokers Ltd,FixedIncome-NY,Forex,Forex-Spot,EGP/CAD,EGP,CAD,0.0277,445596736.29,12359285.95,9357531.46,Buy,4455967.36,EBS,New,Y,Y,Y,Physical,BKUS
FXS4201,FXGO,17-Jun-2025,17-Jun-2025,17-Jun-2025,Y,19-Jun-2025,CUST004201,Heather Cordova Mutual Fund,Broker,Laurie Miller Pvt Ltd Company,Forex-NY,Forex,Forex-Spot,SGD/CNY,SGD,CNY,5.4802,6604915.91,36196147.37,5151834.41,Sell,33024.58,EBS,New,Y,Y,Y,Physical,BKUS
FXS4202,Kondorplus,27-Apr-2023,27-Apr-2023,27-Apr-2023,Y,29-Apr-2023,CUST004202,Kimberly Brewer Brokers Ltd,Broker,Ekani Sha Finance Company,FixedIncome-HK,Forex,Forex-Spot,SGD/USD,SGD,USD,0.8286,12396460.65,10271992.89,9669239.31,Buy,61982.3,EBS,New,Y,N,Y,Physical,BKUS
FXS4203,Bacardi,17-Apr-2024,17-Apr-2024,17-Apr-2024,Y,19-Apr-2024,CUST004203,Chavvi Balasubramanian Banking Ltd,OTC,Daksha Bail Pub Ltd Company,Forex-LON,Forex,Forex-Spot,DKK/JPY,DKK,JPY,20.4268,65774110.53,1343552093.19,9866116.58,Buy,328870.55,Bloomberg,Amended,Y,Y,Y,Physical,BKUS
FXS4204,FXGO,18-May-2023,18-May-2023,18-May-2023,Y,20-May-2023,CUST004204,Qabil Palan Pvt Ltd Company,OTC,Brandon Gray Finance Company,Forex-LON,Forex,Forex-Spot,ZAR/CNY,ZAR,CNY,0.3863,152645655.38,58962399.07,8548156.7,Sell,763228.28,Reutuers,Amended,Y,Y,Y,Physical,BKUS
FXS4205,Bacardi,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,23-Nov-2025,CUST004205,Falguni Sachdev Pvt Ltd Company,OTC,Carrie Conner Brokers Ltd,FixedIncome-NY,Forex,Forex-Spot,CNY/EUR,CNY,EUR,0.1089,39177461.36,4267824.52,5484844.59,Sell,391774.61,Reutuers,New,N,Y,Y,Physical,BKUS
FXS4206,FXGO,27-Aug-2024,27-Aug-2024,27-Aug-2024,Y,29-Aug-2024,CUST004206,Daniel Sutton Mutual Fund,OTC,Rayaan Thakur Non-Banking Fin Co,Equity-NY,Forex,Forex-Spot,ZAR/EUR,ZAR,EUR,0.0545,106251642.11,5789546.16,5950091.96,Sell,1062516.42,EBS,New,Y,Y,Y,Physical,BKUS
FXS4207,FXGO,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Nov-2025,CUST004207,Amanda Malone Finance Company,OTC,John Pruitt Pvt Ltd Company,Equity-NY,Forex,Forex-Spot,USD/INR,USD,INR,87.0502,4245909.58,369607346.0,4245909.58,Buy,21229.55,EBS,New,Y,Y,Y,Physical,BKUS
FXS4208,Kondorplus,17-Oct-2024,17-Oct-2024,17-Oct-2024,Y,19-Oct-2024,CUST004208,Richard Collins Finance Company,OTC,Mr Ronald Tomlinson Non-Banking Fin Co,Equity-NY,Forex,Forex-Spot,ZAR/CNY,ZAR,CNY,0.3987,69794520.44,27826466.09,3908493.14,Buy,697945.2,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4209,Bacardi,12-Apr-2023,12-Apr-2023,12-Apr-2023,Y,14-Apr-2023,CUST004209,Samuel Raghavan Mutual Fund,Broker,Caroline Doyle-Cooper Mutual Fund,Credit-NY,Forex,Forex-Spot,VEF/GBP,VEF,GBP,0.0692,51462931.76,3562018.39,4117034.54,Sell,257314.66,Bloomberg,New,N,Y,Y,Physical,BKUS
FXS4210,Kondorplus,25-Dec-2023,25-Dec-2023,25-Dec-2023,Y,27-Dec-2023,CUST004210,Isaac Kapur Non-Banking Fin Co,Broker,Dr Kate Douglas Pvt Ltd Company,Forex-HK,Forex,Forex-Spot,USD/CNY,USD,CNY,6.1621,2611255.19,16090775.75,2611255.19,Sell,26112.55,EBS,New,Y,Y,N,Physical,BKUS
FXS4211,Bacardi,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Nov-2025,CUST004211,Yuvraj Dasgupta Pvt Ltd Company,Broker,Phillip Price Finance Company,Forex-LON,Forex,Forex-Spot,EGP/USD,EGP,USD,0.0197,260244450.26,5133430.36,5465133.46,Buy,2602444.5,EBS,New,Y,Y,N,Physical,BKUS
FXS4212,FXGO,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,23-Nov-2025,CUST004212,Alexa Monroe DVM Banking Ltd,OTC,Geoffrey Manning Pvt Ltd Company,Equity-NY,Forex,Forex-Spot,ZAR/GBP,ZAR,GBP,0.0464,110763933.38,5137971.72,6202780.27,Buy,553819.67,EBS,New,Y,Y,N,Physical,BKUS
FXS4213,Kondorplus,12-Jun-2025,12-Jun-2025,12-Jun-2025,Y,14-Jun-2025,CUST004213,Bina Sodhi Banking Ltd,OTC,Greg Smith Pvt Ltd Company,Forex-LON,Forex,Forex-Spot,CNY/EGP,CNY,EGP,6.7897,66613059.97,452283409.88,9325828.4,Buy,666130.6,EBS,New,Y,Y,Y,Physical,BKUS
FXS4214,FXGO,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,23-Nov-2025,CUST004214,Ira Ghose Mutual Fund,OTC,Alan Scott Pub Ltd Company,Forex-LON,Forex,Forex-Spot,ZAR/VEF,ZAR,VEF,0.7506,152218523.69,114257773.29,8524237.33,Sell,761092.62,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4215,FXGO,06-Feb-2025,06-Feb-2025,06-Feb-2025,Y,08-Feb-2025,CUST004215,Charlie Briggs-Jarvis Finance Company,Broker,Rhys Simmons-Kelly Pub Ltd Company,FixedIncome-HK,Forex,Forex-Spot,DKK/GBP,DKK,GBP,0.1091,61206620.22,6674966.52,9180993.03,Sell,306033.1,EBS,New,Y,Y,Y,Physical,BKUS
FXS4216,FXGO,15-Apr-2025,15-Apr-2025,15-Apr-2025,Y,17-Apr-2025,CUST004216,Francis Nicholls-Whitehouse Brokers Ltd,Broker,Dr. Sabrina Jimenez Pvt Ltd Company,Forex-HK,Forex,Forex-Spot,USD/VEF,USD,VEF,13.9246,9797358.61,136424382.95,9797358.61,Sell,48986.79,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4217,FXGO,10-Nov-2025,10-Nov-2025,10-Nov-2025,Y,12-Nov-2025,CUST004217,Erin Whitney Pub Ltd Company,Broker,Champak Cherian Finance Company,Credit-HK,Forex,Forex-Spot,USD/INR,USD,INR,90.1673,4123961.35,371846262.66,4123961.35,Sell,41239.61,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4218,Kondorplus,07-Nov-2023,07-Nov-2023,07-Nov-2023,Y,09-Nov-2023,CUST004218,Nikita Saini Mutual Fund,OTC,Joshua Orr Pub Ltd Company,Equity-NY,Forex,Forex-Spot,USD/INR,USD,INR,89.5437,9265328.34,829651645.46,9265328.34,Sell,46326.64,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4219,FXGO,29-Apr-2024,29-Apr-2024,29-Apr-2024,Y,01-May-2024,CUST004219,Leanne Moran Non-Banking Fin Co,OTC,Howard Glass Pub Ltd Company,FixedIncome-LON,Forex,Forex-Spot,SGD/GBP,SGD,GBP,0.5821,11818245.75,6879573.58,9218231.69,Sell,118182.46,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4220,FXGO,04-Jun-2025,04-Jun-2025,04-Jun-2025,Y,06-Jun-2025,CUST004220,Hritik Bail Non-Banking Fin Co,OTC,Mrs Christine Davis Pub Ltd Company,Credit-LON,Forex,Forex-Spot,USD/JPY,USD,JPY,133.9822,6225352.02,834086093.17,6225352.02,Buy,62253.52,Bloomberg,Amended,Y,Y,Y,Physical,BKUS
FXS4221,Bacardi,17-Nov-2023,17-Nov-2023,17-Nov-2023,Y,19-Nov-2023,CUST004221,Mark Taylor Pvt Ltd Company,Broker,Shivani Deshpande Pvt Ltd Company,Credit-HK,Forex,Forex-Spot,ZAR/INR,ZAR,INR,4.4192,23309681.9,103011259.17,1305342.19,Buy,233096.82,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4222,FXGO,04-Jul-2025,04-Jul-2025,04-Jul-2025,Y,06-Jul-2025,CUST004222,Susan Cantrell Banking Ltd,Broker,Harini Dar Mutual Fund,Credit-NY,Forex,Forex-Spot,EGP/CNY,EGP,CNY,0.1484,450347206.29,66819139.48,9457291.33,Buy,4503472.06,EBS,New,Y,Y,Y,Physical,BKUS
FXS4223,Bacardi,28-Aug-2024,28-Aug-2024,28-Aug-2024,Y,30-Aug-2024,CUST004223,Sara Williams Finance Company,Broker,Charles Parmer Banking Ltd,Credit-HK,Forex,Forex-Spot,VEF/GBP,VEF,GBP,0.067,11940911.36,800316.57,955272.91,Sell,59704.56,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4224,FXGO,08-Dec-2023,08-Dec-2023,08-Dec-2023,Y,10-Dec-2023,CUST004224,Willie Miller Pub Ltd Company,OTC,Mr Antony Robertson Pvt Ltd Company,FixedIncome-LON,Forex,Forex-Spot,EUR/INR,EUR,INR,90.8734,4577573.17,415979859.75,5035330.49,Buy,22887.87,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4225,Bacardi,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Nov-2025,CUST004225,Jessica Singleton Banking Ltd,Broker,Hilary Ross Non-Banking Fin Co,Forex-HK,Forex,Forex-Spot,ZAR/INR,ZAR,INR,5.0128,68458657.8,343167584.14,3833684.84,Buy,342293.29,EBS,New,Y,Y,Y,Physical,BKUS
FXS4226,Bacardi,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Nov-2025,CUST004226,Dr Natasha Hill Finance Company,Broker,Sandra Hayes Banking Ltd,FixedIncome-LON,Forex,Forex-Spot,VEF/DKK,VEF,DKK,0.5247,83482675.19,43799865.22,6678614.01,Sell,834826.75,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4227,Bacardi,04-Oct-2024,04-Oct-2024,04-Oct-2024,Y,06-Oct-2024,CUST004227,Nathan Madan Pub Ltd Company,Broker,Andrew Santiago Pvt Ltd Company,Forex-LON,Forex,Forex-Spot,VEF/EGP,VEF,EGP,3.3469,35888491.65,120114862.35,2871079.33,Sell,358884.92,EBS,New,Y,Y,Y,Physical,BKUS
FXS4228,Bacardi,19-Sep-2023,19-Sep-2023,19-Sep-2023,Y,21-Sep-2023,CUST004228,Krishna Bala Banking Ltd,OTC,Dalbir Bahl Banking Ltd,Equity-NY,Forex,Forex-Spot,EGP/CNY,EGP,CNY,0.1683,374696479.13,63072827.08,7868626.06,Buy,1873482.4,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4229,Kondorplus,09-Feb-2023,09-Feb-2023,09-Feb-2023,Y,11-Feb-2023,CUST004229,Cynthia Quinn Mutual Fund,OTC,Hannah Rojas Banking Ltd,FixedIncome-HK,Forex,Forex-Spot,DKK/USD,DKK,USD,0.138,65589574.33,9050795.3,9838436.15,Sell,327947.87,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4230,Bacardi,13-Jul-2023,13-Jul-2023,13-Jul-2023,Y,15-Jul-2023,CUST004230,Traci Griffin Finance Company,OTC,Yasti Shenoy Pub Ltd Company,Forex-NY,Forex,Forex-Spot,EGP/EUR,EGP,EUR,0.0201,435171707.28,8729048.79,9138605.85,Sell,4351717.07,EBS,New,Y,Y,Y,Physical,BKUS
FXS4231,FXGO,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,23-Nov-2025,CUST004231,Yug Bansal Mutual Fund,Broker,Steven Benton Pvt Ltd Company,Credit-NY,Forex,Forex-Spot,EGP/EUR,EGP,EUR,0.0197,400600276.41,7907794.05,8412605.8,Buy,4006002.76,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4232,Bacardi,30-May-2025,30-May-2025,30-May-2025,Y,01-Jun-2025,CUST004232,Bhanumati Cherian Finance Company,Broker,Cathy Rojas Brokers Ltd,FixedIncome-NY,Forex,Forex-Spot,USD/DKK,USD,DKK,5.7737,4722948.92,27268818.54,4722948.92,Sell,23614.74,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4233,Kondorplus,02-Oct-2024,02-Oct-2024,02-Oct-2024,Y,04-Oct-2024,CUST004233,Carol Christensen Mutual Fund,Broker,Veronica Brown Non-Banking Fin Co,Forex-HK,Forex,Forex-Spot,SGD/AUD,SGD,AUD,1.3585,4940582.3,6711666.18,3853654.19,Buy,49405.82,EBS,New,Y,Y,Y,Physical,BKUS
FXS4234,Bacardi,03-Apr-2025,03-Apr-2025,03-Apr-2025,Y,05-Apr-2025,CUST004234,Michael Levy Brokers Ltd,Broker,Jacqueline Mccoy Mutual Fund,Credit-NY,Forex,Forex-Spot,USD/GBP,USD,GBP,0.8681,9128687.01,7924507.02,9128687.01,Sell,45643.44,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4235,Kondorplus,20-May-2025,20-May-2025,20-May-2025,Y,22-May-2025,CUST004235,Jemma Clark Pub Ltd Company,Broker,Warjas Badal Mutual Fund,Equity-NY,Forex,Forex-Spot,DKK/EGP,DKK,EGP,7.6107,26523631.95,201863218.2,3978544.79,Buy,265236.32,EBS,New,Y,Y,Y,Physical,BKUS
FXS4236,FXGO,14-Sep-2023,14-Sep-2023,14-Sep-2023,Y,16-Sep-2023,CUST004236,Jason Williams Pvt Ltd Company,OTC,Tony Collins Non-Banking Fin Co,FixedIncome-LON,Forex,Forex-Spot,ZAR/JPY,ZAR,JPY,8.6794,104965119.61,911037434.81,5878046.7,Sell,524825.6,EBS,New,Y,Y,Y,Physical,BKUS
FXS4237,FXGO,13-Oct-2025,13-Oct-2025,13-Oct-2025,Y,15-Oct-2025,CUST004237,Dr Neil Armstrong Banking Ltd,OTC,Cynthia Best Pub Ltd Company,Equity-NY,Forex,Forex-Spot,EGP/INR,EGP,INR,1.9531,330598592.14,645704530.1,6942570.43,Buy,1652992.96,EBS,Amended,Y,Y,Y,Physical,BKUS
FXS4238,Bacardi,22-Aug-2023,22-Aug-2023,22-Aug-2023,Y,24-Aug-2023,CUST004238,Lucky Bir Banking Ltd,OTC,Anthony Parkes Pub Ltd Company,FixedIncome-NY,Forex,Forex-Spot,DKK/ZAR,DKK,ZAR,2.6627,23949349.96,63769691.81,3592402.49,Sell,119746.75,EBS,New,N,Y,Y,Physical,BKUS
FXS4239,Kondorplus,15-May-2024,15-May-2024,15-May-2024,Y,17-May-2024,CUST004239,Imaran Warrior Pvt Ltd Company,Broker,Mr Elliott Price Mutual Fund,Forex-NY,Forex,Forex-Spot,VEF/JPY,VEF,JPY,13.2305,110744425.14,1465203864.52,8859554.01,Buy,1107444.25,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4240,FXGO,27-Jan-2025,27-Jan-2025,27-Jan-2025,Y,29-Jan-2025,CUST004240,Abigail Anderson Banking Ltd,Broker,Gaurika Deol Non-Banking Fin Co,Equity-LON,Forex,Forex-Spot,CNY/AUD,CNY,AUD,0.2364,32895940.23,7775974.18,4605431.63,Sell,328959.4,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4241,FXGO,06-Mar-2024,06-Mar-2024,06-Mar-2024,Y,08-Mar-2024,CUST004241,Gabriel Rosales Pub Ltd Company,OTC,Vamakshi Barman Non-Banking Fin Co,Equity-NY,Forex,Forex-Spot,SGD/CAD,SGD,CAD,0.9264,4131730.77,3827559.19,3222750.0,Buy,20658.65,EBS,New,Y,Y,Y,Physical,BKUS
FXS4242,Bacardi,24-Sep-2025,24-Sep-2025,24-Sep-2025,Y,26-Sep-2025,CUST004242,Briana Martin Finance Company,Broker,Nicole Scott Banking Ltd,FixedIncome-HK,Forex,Forex-Spot,VEF/EGP,VEF,EGP,3.8194,18682235.8,71355095.95,1494578.86,Sell,93411.18,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4243,Kondorplus,27-Sep-2024,27-Sep-2024,27-Sep-2024,Y,29-Sep-2024,CUST004243,Rebekah Evans Finance Company,OTC,Amol Khare Banking Ltd,Equity-LON,Forex,Forex-Spot,EGP/CNY,EGP,CNY,0.1405,259524613.41,36468528.15,5450016.88,Buy,2595246.13,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4244,Kondorplus,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2025,CUST004244,Bryan Spencer Finance Company,OTC,Warjas Sangha Non-Banking Fin Co,FixedIncome-NY,Forex,Forex-Spot,SGD/EGP,SGD,EGP,33.1607,6957932.34,230729933.72,5427187.22,Sell,69579.32,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4245,Bacardi,26-Jul-2023,26-Jul-2023,26-Jul-2023,Y,28-Jul-2023,CUST004245,Derrick Jennings Finance Company,OTC,Anmol Deshmukh Brokers Ltd,Forex-LON,Forex,Forex-Spot,SGD/USD,SGD,USD,0.8423,10230177.13,8617323.72,7979538.16,Buy,51150.89,EBS,New,Y,Y,Y,Physical,BKUS
FXS4246,Bacardi,08-Mar-2023,08-Mar-2023,08-Mar-2023,Y,10-Mar-2023,CUST004246,Priya Parmar Pvt Ltd Company,Broker,Dayita Majumdar Mutual Fund,Forex-NY,Forex,Forex-Spot,SGD/EGP,SGD,EGP,37.7765,9211857.54,347992019.36,7185248.88,Sell,46059.29,Reutuers,Amended,Y,Y,Y,Physical,BKUS
FXS4247,Kondorplus,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2025,CUST004247,Jagdish Rana Non-Banking Fin Co,OTC,Nilima Sathe Non-Banking Fin Co,Credit-NY,Forex,Forex-Spot,ZAR/INR,ZAR,INR,4.7482,139976782.73,664635987.67,7838699.83,Sell,1399767.83,EBS,New,Y,Y,N,Physical,BKUS
FXS4248,Bacardi,17-May-2024,17-May-2024,17-May-2024,Y,19-May-2024,CUST004248,Louis Talbot-Wood Mutual Fund,Broker,Robert Williams Brokers Ltd,FixedIncome-NY,Forex,Forex-Spot,USD/JPY,USD,JPY,148.536,5843404.88,867955886.22,5843404.88,Buy,58434.05,EBS,New,Y,Y,Y,Physical,BKUS
FXS4249,FXGO,20-Aug-2025,20-Aug-2025,20-Aug-2025,Y,22-Aug-2025,CUST004249,Joshua Johnson Non-Banking Fin Co,Broker,Robert Castillo Pvt Ltd Company,Forex-NY,Forex,Forex-Spot,DKK/SGD,DKK,SGD,0.2109,29224098.73,6162818.27,4383614.81,Buy,146120.49,EBS,New,Y,Y,Y,Physical,BKUS
FXS4250,FXGO,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,20-Nov-2025,CUST004250,Brandon Patterson Brokers Ltd,OTC,Michael Lopez Finance Company,FixedIncome-HK,Forex,Forex-Spot,DKK/USD,DKK,USD,0.1707,50542251.13,8628227.1,7581337.67,Buy,505422.51,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4251,FXGO,07-Mar-2025,07-Mar-2025,07-Mar-2025,Y,09-Mar-2025,CUST004251,Melinda Vega Pub Ltd Company,OTC,Emily Acosta Brokers Ltd,Credit-NY,Forex,Forex-Spot,VEF/AUD,VEF,AUD,0.1246,19629018.5,2444954.43,1570321.48,Buy,98145.09,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4252,Kondorplus,01-May-2025,01-May-2025,01-May-2025,Y,03-May-2025,CUST004252,Janani Bawa Mutual Fund,OTC,Vedant Natarajan Brokers Ltd,FixedIncome-HK,Forex,Forex-Spot,EGP/INR,EGP,INR,1.5001,255413627.99,383154449.11,5363686.19,Sell,1277068.14,EBS,New,N,Y,Y,Physical,BKUS
FXS4253,FXGO,10-Nov-2025,10-Nov-2025,10-Nov-2025,Y,12-Nov-2025,CUST004253,Christopher Obrien Finance Company,Broker,Julian Simmons Banking Ltd,Equity-NY,Forex,Forex-Spot,SGD/VEF,SGD,VEF,10.7949,1617057.62,17455894.68,1261304.94,Buy,16170.58,EBS,New,Y,Y,Y,Physical,BKUS
FXS4254,Bacardi,28-May-2024,28-May-2024,28-May-2024,Y,30-May-2024,CUST004254,Ranbir Kade Pvt Ltd Company,OTC,Bahadurjit Sandhu Brokers Ltd,Credit-LON,Forex,Forex-Spot,USD/EUR,USD,EUR,0.9993,6989525.01,6984919.7,6989525.01,Buy,69895.25,EBS,New,Y,Y,Y,Physical,BKUS
FXS4255,FXGO,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2025,CUST004255,Michael Fleming Pvt Ltd Company,OTC,Raghav Sawhney Pvt Ltd Company,FixedIncome-LON,Forex,Forex-Spot,DKK/VEF,DKK,VEF,2.1102,6513197.54,13744339.46,976979.63,Sell,65131.98,EBS,New,Y,Y,N,Physical,BKUS
FXS4256,Kondorplus,18-Oct-2023,18-Oct-2023,18-Oct-2023,Y,20-Oct-2023,CUST004256,Frado Palan Brokers Ltd,OTC,Aarna Bassi Mutual Fund,FixedIncome-HK,Forex,Forex-Spot,ZAR/DKK,ZAR,DKK,0.3174,100406776.53,31870782.46,5622779.49,Buy,1004067.77,EBS,New,Y,Y,Y,Physical,BKUS
FXS4257,Bacardi,13-May-2024,13-May-2024,13-May-2024,Y,15-May-2024,CUST004257,Renee Kelley Brokers Ltd,OTC,Arjun Srinivasan Non-Banking Fin Co,Credit-HK,Forex,Forex-Spot,USD/GBP,USD,GBP,0.7216,5122588.76,3696521.42,5122588.76,Sell,51225.89,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS4258,Kondorplus,10-Mar-2023,10-Mar-2023,10-Mar-2023,Y,12-Mar-2023,CUST004258,Yatin Dewan Non-Banking Fin Co,OTC,David Mitchell Finance Company,Equity-NY,Forex,Forex-Spot,ZAR/CNY,ZAR,CNY,0.4247,47458355.43,20153488.53,2657667.9,Sell,474583.55,Bloomberg,Amended,Y,Y,Y,Physical,BKUS
FXS4259,FXGO,27-Dec-2023,27-Dec-2023,27-Dec-2023,Y,29-Dec-2023,CUST004259,Kimberly Alexander Pub Ltd Company,Broker,Michael Holmes Banking Ltd,FixedIncome-HK,Forex,Forex-Spot,CNY/EGP,CNY,EGP,6.0789,20829261.25,126619881.97,2916096.58,Sell,104146.31,EBS,New,Y,Y,Y,Physical,BKUS
FXS4260,FXGO,25-Jul-2024,25-Jul-2024,25-Jul-2024,Y,27-Jul-2024,CUST004260,David Stuart Pvt Ltd Company,Broker,Mary Miranda Banking Ltd,Equity-HK,Forex,Forex-Spot,USD/GBP,USD,GBP,0.7185,6448490.08,4633556.68,6448490.08,Sell,32242.45,EBS,New,Y,Y,Y,Physical,BKUS
FXS4261,FXGO,26-Sep-2024,26-Sep-2024,26-Sep-2024,Y,28-Sep-2024,CUST004261,Andrew Agarwal Non-Banking Fin Co,OTC,Katherine Hancock Banking Ltd,Forex-HK,Forex,Forex-Spot,DKK/EGP,DKK,EGP,7.8954,64975183.22,513008038.77,9746277.48,Buy,649751.83,Bloomberg,New,N,Y,Y,Physical,BKUS
FXS4262,Bacardi,21-Feb-2024,21-Feb-2024,21-Feb-2024,Y,23-Feb-2024,CUST004262,Forum Pal Finance Company,OTC,Scott Hall Banking Ltd,Credit-HK,Forex,Forex-Spot,SGD/USD,SGD,USD,0.7649,11740756.32,8980042.73,9157789.93,Buy,58703.78,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4263,FXGO,10-Jul-2025,10-Jul-2025,10-Jul-2025,Y,12-Jul-2025,CUST004263,Yvonne Joyce-Rowley Mutual Fund,Broker,Christopher Proctor Pvt Ltd Company,FixedIncome-HK,Forex,Forex-Spot,VEF/SGD,VEF,SGD,0.1028,57257921.64,5886563.91,4580633.73,Sell,572579.22,Reutuers,New,N,Y,Y,Physical,BKUS
FXS4264,Kondorplus,12-Dec-2023,12-Dec-2023,12-Dec-2023,Y,14-Dec-2023,CUST004264,Qasim Parikh Finance Company,Broker,Balveer Tandon Brokers Ltd,FixedIncome-HK,Forex,Forex-Spot,CNY/VEF,CNY,VEF,1.9899,4315304.43,8587196.31,604142.62,Buy,43153.04,EBS,New,Y,Y,Y,Physical,BKUS
FXS4265,Kondorplus,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,19-Nov-2025,CUST004265,Desiree Lindsey Brokers Ltd,Broker,Mrs. Megan Reyes Banking Ltd,FixedIncome-HK,Forex,Forex-Spot,SGD/INR,SGD,INR,56.8483,12816971.23,728623138.24,9997237.56,Sell,64084.86,EBS,New,Y,Y,Y,Physical,BKUS
FXS4266,Bacardi,30-Dec-2024,30-Dec-2024,30-Dec-2024,Y,01-Jan-2025,CUST004266,April Lee Finance Company,Broker,Dr Graeme Hamilton Mutual Fund,Equity-HK,Forex,Forex-Spot,CNY/EUR,CNY,EUR,0.1334,15907440.29,2122513.75,2227041.64,Sell,79537.2,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4267,FXGO,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,22-Nov-2025,CUST004267,Gauri Ray Pvt Ltd Company,Broker,Anthony Hines Pvt Ltd Company,Credit-LON,Forex,Forex-Spot,VEF/EUR,VEF,EUR,0.0641,91583835.84,5868554.62,7326706.87,Buy,457919.18,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS4268,Bacardi,12-Jan-2024,12-Jan-2024,12-Jan-2024,Y,14-Jan-2024,CUST004268,Nicole Sanchez Pvt Ltd Company,Broker,Yashodhara Mani Pub Ltd Company,Credit-HK,Forex,Forex-Spot,DKK/CNY,DKK,CNY,1.0256,49599213.07,50868429.27,7439881.96,Buy,495992.13,Reutuers,New,N,Y,Y,Physical,BKUS
FXS4269,Bacardi,24-Mar-2023,24-Mar-2023,24-Mar-2023,Y,26-Mar-2023,CUST004269,Melissa Hartman Banking Ltd,Broker,Lisa Coleman Banking Ltd,Credit-LON,Forex,Forex-Spot,VEF/GBP,VEF,GBP,0.0672,35100777.89,2360299.84,2808062.23,Buy,351007.78,EBS,New,Y,Y,Y,Physical,BKUS
