Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Issuer_name,Bond_type,Bond_seniority,Bond_rating,FaceValue,Price,Clean_price,coupon_type,coupon_rate,coupon_freq,day_count,Issue_date,Maturity_date,Buy_sell,Trade_quantity,Trade_currency,Gross_amount,Gross_amount_USD,Net_amount,Fees_commission,Next_coupon_date,Bond_yield,Benchmark_rate,Accrued_int,Execution_venue,Trade_status,Trade_capture_stp,Settlement_stp,Settlement_status,Settlement_type,Legal_entity,Portfolio_strategy
FIC2451,Murex,18-Jun-2024,18-Jun-2024,19-Jun-2024,Y,23-Feb-2025,CUST002451,Varenya Loke Pub Ltd Company,CCP,Frances Johnson Pub Ltd Company,Forex-NY,FixedIncome,NCD,Dr Timothy Kay Pub Ltd Company,PublicLtd-Medium,Senior Secured,BBB,10000,11889.43,11889.43,Fixed Coupon,7.6,Annual,Actual/365,2024-02-18,2029-02-18,Sell,43831,USD,521125606.33,521125606.33,521125606.33,521125.61,2025-02-18,0.0006392232428299758,ESTR,76000.0,Exchange,New,N,Y,Y,Physical,BKUS,Active
FIC2452,BloomTOMS,12-Sep-2023,12-Sep-2023,13-Sep-2023,Y,17-Dec-2023,CUST002452,Heidi Reid Finance Company,OTC,Nimrat Thaker Brokers Ltd,Credit-LON,FixedIncome,Bonds,Graeme Patel Brokers Ltd,Quasi-Govt,Senior Secured,AAA,100,110.81,110.81,Fixed Coupon,6.1,Semiannual,30/360,2023-06-12,2033-06-12,Buy,9948,USD,1102337.88,1102337.88,1102337.88,1102.34,2023-12-12,0.05504918328670697,SOFR,610.0,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC2453,BloomTOMS,14-Oct-2025,14-Oct-2025,15-Oct-2025,Y,19-Nov-2025,CUST002453,Karen Burgess Pub Ltd Company,CCP,Melinda Cruz Banking Ltd,Forex-HK,FixedIncome,Bonds,Nisha Vala Non-Banking Fin Co,Soverign-CG,Subordinated,AAA,1000,1185.81,1185.81,Fixed Coupon,6.2,Monthly,Actual/365,2025-04-14,2035-04-14,Buy,3753,USD,4450344.93,4450344.93,4450344.93,2225.17,2025-11-14,0.00522849360352839,SONIA,6200.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC2454,Murex,04-May-2023,04-May-2023,05-May-2023,Y,09-Aug-2023,CUST002454,Ryan Torres Brokers Ltd,OTC,Heather Johnson Finance Company,Forex-HK,FixedIncome,Secured Notes,Randy Washington Finance Company,Soverign-StateGovt,Senior Unsecured,BB ,1000,1096.8,1096.8,Fixed Coupon,8.8,Quarterly,Actual/Actual (ISDA),2023-02-04,2027-02-04,Buy,47678,USD,52293230.4,52293230.4,52293230.4,26146.62,2023-08-04,0.008023340627279359,SONIA,8800.0,OTC,New,Y,Y,Y,Physical,BKUS,Active
FIC2455,BloomTOMS,03-Dec-2025,03-Dec-2025,04-Dec-2025,Y,08-Nov-2026,CUST002455,Gail Little Pvt Ltd Company,OTC,Rachel Mendoza Mutual Fund,FixedIncome-NY,FixedIncome,NCD,Eric Lopez Pub Ltd Company,PublicLtd-Medium,Preferred,BBB,1000,1204.13,1204.13,Fixed Coupon,9.2,Annual,Actual/Actual (ICMA),2025-11-03,2033-11-03,Sell,49108,USD,59132416.04,59132416.04,59132416.04,29566.21,2026-11-03,0.007640371056281297,EURIBOR,9200.0,OTC,New,Y,Y,N,Physical,BKUS,Active
FIC2456,Riskone,22-Jul-2024,22-Jul-2024,23-Jul-2024,Y,27-Nov-2024,CUST002456,Ubika Thaman Banking Ltd,CCP,Mrs Anne Griffin Brokers Ltd,Equity-HK,FixedIncome,Secured Notes,Rhonda Elliott Banking Ltd,Soverign-CG,Senior Secured,AAA,1000,1236.46,1236.46,Fixed Coupon,6.8,Semiannual,Actual/Actual (ICMA),2023-11-22,2028-11-22,Buy,5919,CAD,7318606.74,5342582.92,7318606.74,3659.3,2024-11-22,0.005499571356938356,SONIA,6800.0,Exchange,New,N,Y,Y,Physical,BKUS,Rebalance
FIC2457,Calypso,05-Mar-2025,05-Mar-2025,06-Mar-2025,Y,10-Apr-2025,CUST002457,Melissa Rogers Banking Ltd,CCP,Bhanumati Dutta Pub Ltd Company,Forex-NY,FixedIncome,Secured Notes,Richard Barker Pvt Ltd Company,PublicLtd-Large,Senior Secured,CCC,1000,918.83,918.83,Fixed Coupon,6.5,Monthly,Actual/360,2024-07-05,2029-07-05,Buy,12072,USD,11092115.76,11092115.76,11092115.76,5546.06,2025-04-05,0.007074213945996539,SOFR,6500.0,MTF,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC2458,Calypso,07-Feb-2025,07-Feb-2025,08-Feb-2025,Y,12-Mar-2025,CUST002458,Terry Miller Banking Ltd,CCP,Jacob Townsend Finance Company,FixedIncome-LON,FixedIncome,Bonds,Dr Leon James Pub Ltd Company,PublicLtd-Large,Senior Secured,AAA,1000,1057.99,1057.99,Floating Rate,3.3,Monthly,Actual/360,2024-02-07,2032-02-07,Sell,2232,GBP,2361433.68,2951792.1,2361433.68,1180.72,2025-03-07,0.0031191221089046208,ESTR,3300.0,MTF,New,Y,Y,Y,Physical,BKUS,Active
FIC2459,Riskone,27-Mar-2023,27-Mar-2023,28-Mar-2023,Y,02-May-2023,CUST002459,Samantha Tyler Mutual Fund,Broker,Peter Chandran Mutual Fund,Equity-HK,FixedIncome,Secured Notes,Robert Hughes Brokers Ltd,Soverign-StateGovt,Senior Secured,A,10000,12748.6,12748.6,Zero Coupon,8.0,Monthly,Actual/365,2022-05-27,2027-05-27,Buy,40142,USD,511754301.2,511754301.2,511754301.2,511754.3,2023-04-27,0.0006275198845363412,ESTR,80000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Active
FIC2460,BloomTOMS,07-Mar-2025,07-Mar-2025,08-Mar-2025,Y,12-Sep-2025,CUST002460,Sherry Nguyen Mutual Fund,CCP,Dorothy Odonnell Banking Ltd,Credit-LON,FixedIncome,Bonds,Aadi Khalsa Finance Company,Soverign-StateGovt,Senior Unsecured,AAA,10000,12975.4,12975.4,Fixed Coupon,7.4,Semiannual,30E/360,2024-09-07,2034-09-07,Buy,43855,USD,569036167.0,569036167.0,569036167.0,569036.17,2025-09-07,0.0005703099711762258,SONIA,74000.0,Exchange,New,Y,N,Y,Physical,BKUS,Active
FIC2461,Riskone,15-Apr-2025,15-Apr-2025,16-Apr-2025,Y,20-Jul-2025,CUST002461,Michael Joseph Pub Ltd Company,Broker,Aimee Jackson Mutual Fund,FixedIncome-LON,FixedIncome,Bonds,Lawrence Curtis-Sharp Mutual Fund,Soverign-CG,Senior Unsecured,A,100,129.54,129.54,Floating Rate,8.9,Semiannual,30/360,2024-07-15,2033-07-15,Buy,49207,INR,6374274.78,76491.3,6374274.78,3187.14,2025-07-15,0.06870464721321601,SOFR,890.0,MTF,New,Y,Y,N,Physical,BKUS,Passive
FIC2462,Riskone,13-Dec-2023,13-Dec-2023,14-Dec-2023,Y,18-Jan-2024,CUST002462,Warda Malhotra Finance Company,CCP,Nicole Smith Pub Ltd Company,Credit-NY,FixedIncome,Bonds,Ellen Sanchez Brokers Ltd,Soverign-StateGovt,Subordinated,AAA,100,115.18,115.18,Floating Rate,3.2,Annual,Actual/Actual (ISDA),2023-01-13,2033-01-13,Buy,15843,USD,1824796.74,1824796.74,1824796.74,1824.8,2024-01-13,0.027782601146032298,SOFR,320.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC2463,Riskone,14-May-2024,14-May-2024,15-May-2024,Y,19-Dec-2024,CUST002463,Eduardo Murphy Pub Ltd Company,CCP,Jagdish Soman Finance Company,Forex-HK,FixedIncome,Bonds,Julia Bennett Finance Company,Soverign-CG,Subordinated,A,1000,1106.26,1106.26,Fixed Coupon,8.3,Annual,30E/360,2023-12-14,2032-12-14,Sell,28081,USD,31064887.06,31064887.06,31064887.06,31064.89,2024-12-14,0.007502757037224523,EURIBOR,8300.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC2464,BloomTOMS,28-Jun-2023,28-Jun-2023,29-Jun-2023,Y,02-Aug-2023,CUST002464,Jerome Rodriguez Finance Company,Broker,Isaac Bhalla Banking Ltd,Equity-HK,FixedIncome,NCD,Robert Mangat Non-Banking Fin Co,Quasi-Govt,Senior Secured,BBB,1000,1281.61,1281.61,Step-up Coupon,7.3,Annual,Actual/360,2022-07-28,2028-07-28,Sell,9427,USD,12081737.47,12081737.47,12081737.47,12081.74,2023-07-28,0.00569596054962118,SOFR,7300.0,MTF,New,N,Y,Y,Physical,BKUS,Rebalance
FIC2465,Murex,29-Jun-2023,29-Jun-2023,30-Jun-2023,Y,03-Aug-2023,CUST002465,Anna Johnson Mutual Fund,CCP,Lucy James Non-Banking Fin Co,Forex-LON,FixedIncome,Bonds,Kevin Hansen Banking Ltd,Soverign-CG,Subordinated,BBB,10000,9482.49,9482.49,Fixed Coupon,5.3,Quarterly,Actual/365,2022-10-29,2030-10-29,Buy,7731,USD,73309130.19,73309130.19,73309130.19,36654.57,2023-07-29,0.0005589249237278394,MIBOR,53000.0,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC2466,BloomTOMS,15-Dec-2023,15-Dec-2023,16-Dec-2023,Y,20-May-2024,CUST002466,Jeffrey Powell Pvt Ltd Company,OTC,Craig Marks Non-Banking Fin Co,Forex-LON,FixedIncome,Bonds,Dr Lewis Hussain Mutual Fund,Soverign-StateGovt,Senior Secured,A,100,70.04,70.04,Fixed Coupon,8.9,Semiannual,30E/360,2023-11-15,2031-11-15,Sell,13677,EUR,957937.08,1053730.79,957937.08,957.94,2024-05-15,0.12707024557395774,SOFR,890.0,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC2467,Calypso,04-Jul-2024,04-Jul-2024,05-Jul-2024,Y,09-Sep-2024,CUST002467,Aachal Mandal Brokers Ltd,OTC,Watika Khanna Mutual Fund,Credit-HK,FixedIncome,NCD,Jhalak Nadkarni Finance Company,Soverign-CG,Senior Unsecured,CCC,1000,1079.53,1079.53,Floating Rate,5.5,Quarterly,Actual/Actual (ISDA),2024-03-04,2032-03-04,Buy,40107,USD,43296709.71,43296709.71,43296709.71,21648.35,2024-09-04,0.005094809778329459,MIBOR,5500.0,OTC,New,N,Y,Y,Physical,BKUS,Rebalance
FIC2468,BloomTOMS,23-Sep-2024,23-Sep-2024,24-Sep-2024,Y,28-May-2025,CUST002468,Troy Lopez Brokers Ltd,CCP,Chandran Dhillon Brokers Ltd,Credit-LON,FixedIncome,Bonds,Guy Perkins-Morrison Mutual Fund,Quasi-Govt,Senior Unsecured,A,1000,1293.25,1293.25,Fixed Coupon,3.7,Annual,30E/360,2024-05-23,2033-05-23,Buy,12480,USD,16139760.0,16139760.0,16139760.0,16139.76,2025-05-23,0.0028610090856369614,ESTR,3700.0,Exchange,New,Y,Y,Y,Physical,BKUS,Active
FIC2469,Calypso,19-Nov-2025,19-Nov-2025,20-Nov-2025,Y,24-Jan-2026,CUST002469,Ryan Hanson Pvt Ltd Company,CCP,Chaitaly Tata Pub Ltd Company,Forex-HK,FixedIncome,NCD,Timothy Dean Jr. Pub Ltd Company,Soverign-CG,Senior Secured,AAA,100,85.73,85.73,Zero Coupon,6.6,Semiannual,Actual/Actual (ISDA),2025-07-19,2033-07-19,Sell,9891,USD,847955.43,847955.43,847955.43,423.98,2026-01-19,0.07698588592091449,MIBOR,660.0,Exchange,New,Y,Y,N,Physical,BKUS,Rebalance
FIC2470,Riskone,30-Oct-2023,30-Oct-2023,31-Oct-2023,Y,04-Mar-2024,CUST002470,Pallavi Srinivas Pub Ltd Company,CCP,Dakota Lynch Mutual Fund,Credit-HK,FixedIncome,Bonds,Jessica Torres Mutual Fund,Quasi-Govt,Senior Unsecured,A,100,107.82,107.82,Fixed Coupon,6.4,Semiannual,Actual/365,2023-02-28,2033-02-28,Buy,17337,USD,1869275.34,1869275.34,1869275.34,1869.28,2024-02-28,0.05935818957521796,SOFR,640.0,Exchange,New,N,Y,Y,Physical,BKUS,Diversify
FIC2471,Calypso,19-Nov-2025,19-Nov-2025,20-Nov-2025,Y,24-Jul-2026,CUST002471,Bhavna Loyal Pvt Ltd Company,Broker,Terence Rose Banking Ltd,Credit-LON,FixedIncome,Bonds,Leanne Holmes Mutual Fund,Soverign-CG,Senior Unsecured,BBB,100,116.69,116.69,Fixed Coupon,6.3,Annual,30E/360,2025-07-19,2035-07-19,Sell,46146,USD,5384776.74,5384776.74,5384776.74,5384.78,2026-07-19,0.05398920215956809,ESTR,630.0,MTF,New,N,Y,N,Physical,BKUS,Active
FIC2472,BloomTOMS,11-Nov-2025,11-Nov-2025,12-Nov-2025,Y,16-May-2026,CUST002472,Lucky Kade Banking Ltd,CCP,Ladli Mahal Non-Banking Fin Co,Equity-LON,FixedIncome,Bonds,Sandra Porter Finance Company,Soverign-CG,Senior Unsecured,A,100,70.54,70.54,Zero Coupon,7.5,Annual,30E/360,2025-05-11,2034-05-11,Buy,49581,USD,3497443.74,3497443.74,3497443.74,1748.72,2026-05-11,0.10632265381343918,MIBOR,750.0,Exchange,New,Y,N,N,Physical,BKUS,Passive
FIC2473,Riskone,09-Jul-2024,09-Jul-2024,10-Jul-2024,Y,14-Aug-2024,CUST002473,Upasna Seshadri Pvt Ltd Company,CCP,Angela Travis Mutual Fund,Forex-LON,FixedIncome,Bonds,Lauren Garza Pub Ltd Company,Soverign-CG,Senior Secured,D,10000,11125.77,11125.77,Fixed Coupon,4.7,Monthly,Actual/360,2023-09-09,2032-09-09,Buy,46808,CNY,520775042.16,72908505.9,520775042.16,520775.04,2024-08-09,0.00042244267138364354,SONIA,47000.0,Exchange,Amended,Y,Y,Y,Physical,BKUS,Active
FIC2474,Calypso,04-Jul-2025,04-Jul-2025,05-Jul-2025,Y,09-Aug-2025,CUST002474,Charlotte Marshall Non-Banking Fin Co,OTC,Andrea Caldwell Finance Company,Forex-NY,FixedIncome,Bonds,Steven Best Banking Ltd,Quasi-Govt,Senior Secured,CCC,1000,1177.63,1177.63,Zero Coupon,5.1,Monthly,Actual/365,2025-04-04,2034-04-04,Sell,26478,JPY,31181287.14,212032.75,31181287.14,31181.29,2025-08-04,0.004330732063551369,SOFR,5100.0,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC2475,Calypso,06-Jan-2025,06-Jan-2025,07-Jan-2025,Y,11-Mar-2025,CUST002475,Amy Brown Non-Banking Fin Co,Broker,Anthony Taylor Banking Ltd,Equity-LON,FixedIncome,Bonds,Ashley Sandoval Brokers Ltd,Soverign-StateGovt,Mezzanine,B,10000,11200.32,11200.32,Floating Rate,4.5,Quarterly,Actual/365,2024-12-06,2032-12-06,Buy,20424,USD,228755335.68,228755335.68,228755335.68,228755.34,2025-03-06,0.00040177423502185656,ESTR,45000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Diversify
FIC2476,Calypso,02-Aug-2024,02-Aug-2024,03-Aug-2024,Y,07-Sep-2024,CUST002476,Nidhi Pandit Non-Banking Fin Co,Broker,Bakhshi Jani Brokers Ltd,Equity-NY,FixedIncome,NCD,Leanne Rose-Alexander Mutual Fund,Quasi-Govt,Senior Secured,BBB,1000,1200.56,1200.56,Zero Coupon,8.5,Monthly,30E/360,2024-01-02,2032-01-02,Buy,15500,USD,18608680.0,18608680.0,18608680.0,18608.68,2024-09-02,0.00708002931965083,SONIA,8500.0,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC2477,Calypso,28-Nov-2025,28-Nov-2025,29-Nov-2025,Y,02-Jan-2026,CUST002477,Miss Zoe Matthews Pub Ltd Company,CCP,Gunbir Panchal Non-Banking Fin Co,Forex-HK,FixedIncome,NCD,Dr Rosemary Parkin Pvt Ltd Company,PublicLtd-Medium,Senior Secured,BB ,1000,1074.04,1074.04,Fixed Coupon,6.9,Quarterly,30/360,2025-09-28,2033-09-28,Sell,41116,USD,44160228.64,44160228.64,44160228.64,44160.23,2025-12-28,0.006424341737737887,SONIA,6900.0,Exchange,New,Y,Y,N,Physical,BKUS,Active
FIC2478,BloomTOMS,22-Apr-2024,22-Apr-2024,23-Apr-2024,Y,27-Nov-2024,CUST002478,Alicia Shaw Banking Ltd,CCP,Devansh Loke Mutual Fund,Equity-NY,FixedIncome,Bonds,Anthony Phillips Pub Ltd Company,Quasi-Govt,Senior Secured,A,100,121.49,121.49,Zero Coupon,7.6,Annual,30/360,2023-11-22,2031-11-22,Sell,41068,USD,4989351.32,4989351.32,4989351.32,4989.35,2024-11-22,0.0625565890196724,MIBOR,760.0,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC2479,Riskone,14-Nov-2025,14-Nov-2025,15-Nov-2025,Y,19-Sep-2026,CUST002479,Ricky Thomas-Jones Banking Ltd,OTC,Hannah Todd Pub Ltd Company,Equity-HK,FixedIncome,Bonds,Shawna Benson Pub Ltd Company,PublicLtd-Large,Subordinated,A,1000,1254.49,1254.49,Floating Rate,5.1,Annual,Actual/Actual (ISDA),2025-09-14,2034-09-14,Buy,33963,ZAR,42606243.87,2385949.66,42606243.87,42606.24,2026-09-14,0.0040653970936396465,MIBOR,5100.0,OTC,New,Y,Y,N,Physical,BKUS,Rebalance
FIC2480,Murex,16-Aug-2023,16-Aug-2023,17-Aug-2023,Y,21-Sep-2023,CUST002480,Margaret Terry Mutual Fund,OTC,Ekansh Chana Banking Ltd,Equity-HK,FixedIncome,Bonds,Megha Arora Finance Company,Soverign-CG,Senior Secured,B,1000,1208.9,1208.9,Fixed Coupon,9.4,Quarterly,30/360,2023-06-16,2033-06-16,Buy,34121,USD,41248876.9,41248876.9,41248876.9,41248.88,2023-09-16,0.0077756638266192404,SOFR,9400.0,OTC,New,Y,Y,Y,Physical,BKUS,Active
FIC2481,Murex,17-Oct-2024,17-Oct-2024,18-Oct-2024,Y,22-Nov-2024,CUST002481,Craig Meyer DDS Pvt Ltd Company,CCP,Michelle Ramirez Finance Company,Equity-LON,FixedIncome,Bonds,Aashi Bhardwaj Pvt Ltd Company,PublicLtd-Medium,Senior Secured,BBB,1000,1156.3,1156.3,Zero Coupon,5.0,Annual,Actual/360,2023-11-17,2032-11-17,Buy,9779,USD,11307457.7,11307457.7,11307457.7,11307.46,2024-11-17,0.004324137334601747,EURIBOR,5000.0,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC2482,Calypso,05-Aug-2024,05-Aug-2024,06-Aug-2024,Y,10-Sep-2024,CUST002482,Christopher Watson Pub Ltd Company,Broker,Alexander Marshall Banking Ltd,Equity-LON,FixedIncome,Secured Notes,Roy Brown Mutual Fund,PublicLtd-Large,Senior Unsecured,AAA,1000,1074.75,1074.75,Fixed Coupon,5.0,Quarterly,30E/360,2023-09-05,2028-09-05,Sell,4843,JPY,5205014.25,35394.1,5205014.25,5205.01,2024-09-05,0.0046522447080716445,SONIA,5000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC2483,Riskone,25-Aug-2025,25-Aug-2025,26-Aug-2025,Y,30-Sep-2025,CUST002483,Sara Suresh Pvt Ltd Company,CCP,Xalak Dugal Mutual Fund,Credit-HK,FixedIncome,Bonds,Lucy Miller-Fisher Brokers Ltd,Quasi-Govt,Senior Unsecured,BBB,1000,1126.82,1126.82,Floating Rate,5.8,Quarterly,Actual/Actual (ISDA),2024-12-25,2034-12-25,Sell,38133,EUR,42969027.06,47265929.77,42969027.06,21484.51,2025-09-25,0.005147228483697485,SONIA,5800.0,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC2484,Riskone,01-Aug-2024,01-Aug-2024,02-Aug-2024,Y,06-Oct-2024,CUST002484,Joel Smith Finance Company,Broker,Paige Morgan Brokers Ltd,Credit-LON,FixedIncome,Bonds,Samar Dara Brokers Ltd,PublicLtd-Medium,Senior Secured,BB ,100,129.83,129.83,Fixed Coupon,8.0,Annual,Actual/360,2023-10-01,2032-10-01,Buy,17794,EUR,2310195.02,2541214.52,2310195.02,1155.1,2024-10-01,0.06161904028344758,ESTR,800.0,Exchange,New,Y,Y,Y,Physical,BKUS,Diversify
FIC2485,Murex,21-Jun-2024,21-Jun-2024,22-Jun-2024,Y,26-Jul-2024,CUST002485,Qabil Sehgal Pub Ltd Company,CCP,Justin Clarke Pub Ltd Company,Credit-NY,FixedIncome,Bonds,Avi Bhargava Mutual Fund,PublicLtd-Large,Senior Secured,BBB,100,71.27,71.27,Fixed Coupon,5.5,Semiannual,30/360,2023-07-21,2032-07-21,Buy,4182,GBP,298051.14,372563.92,298051.14,298.05,2024-07-21,0.07717132033113512,ESTR,550.0,Exchange,New,Y,Y,Y,Physical,BKUS,Passive
FIC2486,Calypso,07-Nov-2024,07-Nov-2024,08-Nov-2024,Y,12-Apr-2025,CUST002486,Katrina Edwards Finance Company,CCP,Alan Wood Pvt Ltd Company,Forex-LON,FixedIncome,Bonds,Dr Scott Nicholls Non-Banking Fin Co,Soverign-CG,Senior Unsecured,B,100,87.56,87.56,Floating Rate,5.3,Annual,Actual/365,2024-04-07,2032-04-07,Sell,17126,USD,1499552.56,1499552.56,1499552.56,1499.55,2025-04-07,0.06052992233896756,SONIA,530.0,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC2487,BloomTOMS,19-May-2025,19-May-2025,20-May-2025,Y,24-Oct-2025,CUST002487,John Sullivan Non-Banking Fin Co,OTC,John Washington Banking Ltd,Forex-LON,FixedIncome,Bonds,Georgina Palmer Non-Banking Fin Co,Quasi-Govt,Senior Secured,B,1000,1282.16,1282.16,Floating Rate,3.2,Annual,30/360,2024-10-19,2033-10-19,Buy,42912,USD,55020049.92,55020049.92,55020049.92,27510.02,2025-10-19,0.002495788357147314,MIBOR,3200.0,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC2488,BloomTOMS,28-Apr-2025,28-Apr-2025,29-Apr-2025,Y,02-Jun-2025,CUST002488,Shannon West Mutual Fund,OTC,Dominique Richardson Banking Ltd,Credit-NY,FixedIncome,Bonds,Gunbir Ganesh Pvt Ltd Company,PublicLtd-Large,Senior Secured,B,1000,825.85,825.85,Fixed Coupon,7.8,Quarterly,30E/360,2024-05-28,2032-05-28,Sell,15089,INR,12461250.65,149535.01,12461250.65,6230.63,2025-05-28,0.009444814433613852,SOFR,7800.0,OTC,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC2489,BloomTOMS,21-Feb-2023,21-Feb-2023,22-Feb-2023,Y,26-May-2023,CUST002489,Matthew Williams Non-Banking Fin Co,Broker,Kritika Sodhi Mutual Fund,Credit-LON,FixedIncome,Bonds,Elizabeth Garrett Banking Ltd,PublicLtd-Medium,Senior Unsecured,AAA,1000,837.88,837.88,Fixed Coupon,5.2,Annual,30/360,2022-05-21,2031-05-21,Sell,9757,CAD,8175195.16,5967892.47,8175195.16,8175.2,2023-05-21,0.006206139303957608,ESTR,5200.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC2490,Murex,29-Nov-2023,29-Nov-2023,30-Nov-2023,Y,05-Mar-2024,CUST002490,Dev Kari Finance Company,OTC,Dr Kirsty French Pub Ltd Company,Equity-LON,FixedIncome,Bonds,Dr Scott Cox Pvt Ltd Company,Soverign-CG,Senior Secured,BBB,10000,10780.64,10780.64,Fixed Coupon,5.0,Quarterly,Actual/365,2023-05-29,2032-05-29,Buy,2883,JPY,31080585.12,211347.98,31080585.12,15540.29,2024-02-29,0.0004637943572923315,SOFR,50000.0,OTC,New,N,Y,Y,Physical,BKUS,Diversify
FIC2491,Murex,17-Nov-2025,17-Nov-2025,18-Nov-2025,Y,22-Dec-2025,CUST002491,Laksh Kothari Brokers Ltd,CCP,Andrew Rai Non-Banking Fin Co,Credit-HK,FixedIncome,NCD,Karan Suresh Mutual Fund,PublicLtd-Medium,Senior Secured,BBB,10000,12168.72,12168.72,Floating Rate,4.6,Monthly,Actual/360,2025-03-17,2032-03-17,Buy,3224,USD,39231953.28,39231953.28,39231953.28,19615.98,2025-12-17,0.00037801839470379795,SONIA,46000.0,MTF,New,Y,Y,N,Physical,BKUS,Diversify
FIC2492,BloomTOMS,29-Mar-2023,29-Mar-2023,30-Mar-2023,Y,04-May-2023,CUST002492,Matthew Booth Mutual Fund,Broker,Oviya Deol Pvt Ltd Company,Forex-HK,FixedIncome,Bonds,Mark Knapp Pub Ltd Company,Quasi-Govt,Subordinated,AAA,100,109.54,109.54,Fixed Coupon,9.0,Quarterly,30E/360,2023-01-29,2031-01-29,Sell,49821,USD,5457392.34,5457392.34,5457392.34,2728.7,2023-04-29,0.08216176739090743,SOFR,900.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC2493,BloomTOMS,29-May-2023,29-May-2023,30-May-2023,Y,03-Aug-2023,CUST002493,Imaran Barman Mutual Fund,CCP,Elizabeth Vaughn Banking Ltd,Equity-LON,FixedIncome,Bonds,Andrea Taylor Finance Company,Soverign-StateGovt,Senior Secured,AAA,1000,1276.58,1276.58,Fixed Coupon,7.1,Annual,30/360,2022-07-29,2031-07-29,Sell,11196,VEF,14292589.68,1143407.17,14292589.68,14292.59,2023-07-29,0.0055617352614015575,EURIBOR,7100.0,Exchange,New,Y,Y,Y,Physical,BKUS,Diversify
FIC2494,Calypso,04-Dec-2025,04-Dec-2025,05-Dec-2025,Y,09-Jan-2026,CUST002494,Zoe Dunn-Gray Banking Ltd,OTC,Donald Mendez Brokers Ltd,Forex-HK,FixedIncome,Secured Notes,Theresa Bender Pvt Ltd Company,PublicLtd-Medium,Preferred,BBB,100,107.93,107.93,Fixed Coupon,8.7,Monthly,Actual/360,2025-08-04,2028-08-04,Buy,7118,GBP,768245.74,960307.18,768245.74,384.12,2026-01-04,0.0806078013527286,SOFR,869.9999999999999,OTC,New,Y,Y,N,Physical,BKUS,Passive
FIC2495,Riskone,22-Jul-2024,22-Jul-2024,23-Jul-2024,Y,27-Sep-2024,CUST002495,Ryan Mcgee Mutual Fund,Broker,Aaron Carter Finance Company,Credit-LON,FixedIncome,Bonds,Anthony Contreras Finance Company,Soverign-CG,Senior Secured,BBB,1000,1231.75,1231.75,Fixed Coupon,5.2,Semiannual,Actual/360,2023-09-22,2031-09-22,Sell,29061,USD,35795886.75,35795886.75,35795886.75,17897.94,2024-09-22,0.004221635883905013,SONIA,5200.0,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC2496,Riskone,03-Mar-2025,03-Mar-2025,04-Mar-2025,Y,08-Feb-2026,CUST002496,Elizabeth Dixon Banking Ltd,OTC,Renee Schultz Brokers Ltd,Equity-LON,FixedIncome,Bonds,Rachel Martinez Mutual Fund,PublicLtd-Large,Preferred,A,100,119.46,119.46,Fixed Coupon,6.8,Annual,Actual/Actual (ISDA),2025-02-03,2035-02-03,Buy,46155,USD,5513676.3,5513676.3,5513676.3,5513.68,2026-02-03,0.056922819353758584,ESTR,680.0,OTC,New,Y,Y,N,Physical,BKUS,Diversify
FIC2497,Riskone,19-May-2025,19-May-2025,20-May-2025,Y,24-Jul-2025,CUST002497,Joel Wilson Non-Banking Fin Co,Broker,Mike Barber MD Mutual Fund,FixedIncome-HK,FixedIncome,Secured Notes,Akshay Goswami Banking Ltd,Soverign-CG,Subordinated,B,10000,10939.03,10939.03,Floating Rate,7.7,Semiannual,30E/360,2024-07-19,2028-07-19,Sell,38558,USD,421787118.74,421787118.74,421787118.74,421787.12,2025-07-19,0.0007039015342310972,EURIBOR,77000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Active
