Call_ID,Call_source_system,Agreement_id,Margin_type,Call_direction,Call_amount,Call_result,Call_result_reason,Call_date
CALL1654,Acadia,CSA_CP1654,VariationMargin,CallMade,5300347.26,Challenged,CSA difference,02-Dec-2025
CALL1655,Acadia,CSA_CP1655,VariationMargin,CallMade,10475428.94,Agreed,NA,26-Nov-2025
CALL1656,Acadia,CSA_CP1656,NetCashMargin,CallMade,4996392.41,Agreed,NA,25-Nov-2025
CALL1657,Acadia,CSA_CP1657,InitialMargin,CallReceived,690909.65,Pending,NA,02-Dec-2025
CALL1658,Acadia,CSA_CP1658,VariationMargin,CallMade,5175717.9,Agreed,NA,02-Dec-2025
CALL1659,Acadia,CSA_CP1659,VariationMargin,CallReceived,8973409.37,Agreed,NA,02-Dec-2025
CALL1660,Acadia,CSA_CP1660,NetCashMargin,CallReceived,7932180.18,Pending,NA,19-Nov-2025
CALL1661,Acadia,CSA_CP1661,VariationMargin,CallMade,15291636.93,Agreed,NA,01-Dec-2025
CALL1662,Acadia,CSA_CP1662,VariationMargin,CallReceived,984878.01,Challenged,Trade Difference,17-Nov-2025
CALL1663,Acadia,CSA_CP1663,InitialMargin,CallReceived,21022575.85,Agreed,NA,02-Dec-2025
CALL1664,Acadia,CSA_CP1664,VariationMargin,CallReceived,11771870.86,Agreed,NA,07-Nov-2025
CALL1665,Acadia,CSA_CP1665,VariationMargin,CallReceived,13945400.59,Disputed,Valuation difference,07-Nov-2024
CALL1666,Acadia,CSA_CP1666,VariationMargin,CallReceived,508986.73,Agreed,NA,01-Dec-2025
CALL1667,Acadia,CSA_CP1667,InitialMargin,CallReceived,9021123.53,Pending,NA,21-Nov-2025
CALL1668,Acadia,CSA_CP1668,InitialMargin,CallMade,10409376.78,Agreed,NA,27-Mar-2025
CALL1669,Acadia,CSA_CP1669,VariationMargin,CallMade,7684557.52,Agreed,NA,06-Nov-2025
CALL1670,Acadia,CSA_CP1670,VariationMargin,CallReceived,30868405.8,Pending,NA,19-Nov-2025
CALL1671,Acadia,CSA_CP1671,InitialMargin,CallReceived,25377700.91,Challenged,CSA difference,14-Nov-2025
CALL1672,Acadia,CSA_CP1672,InitialMargin,CallMade,22799569.11,Disputed,Timing differnce,17-Nov-2025
CALL1673,Manual,CSA_CP1673,VariationMargin,CallReceived,21050977.75,Agreed,NA,12-Nov-2025
CALL1674,Acadia,CSA_CP1674,InitialMargin,CallReceived,11790342.46,Disputed,CSA difference,13-Nov-2025
CALL1675,Acadia,CSA_CP1675,NetCashMargin,CallMade,26676407.78,Disputed,Valuation difference,22-Jul-2025
CALL1676,Manual,CSA_CP1676,InitialMargin,CallReceived,28477168.81,Agreed,NA,03-Dec-2025
CALL1677,Acadia,CSA_CP1677,InitialMargin,CallMade,16452211.87,Agreed,NA,22-Sep-2025
CALL1678,Acadia,CSA_CP1678,VariationMargin,CallReceived,5313081.97,Agreed,NA,25-Nov-2025
CALL1679,Acadia,CSA_CP1679,VariationMargin,CallMade,1799323.43,Pending,NA,19-Nov-2025
CALL1680,Acadia,CSA_CP1680,VariationMargin,CallMade,15275994.54,Challenged,Trade Difference,07-Nov-2025
CALL1681,Acadia,CSA_CP1681,VariationMargin,CallReceived,6178810.34,Agreed,NA,05-Nov-2025
CALL1682,Acadia,CSA_CP1682,InitialMargin,CallMade,24877794.43,Agreed,NA,25-Nov-2025
CALL1683,Acadia,CSA_CP1683,InitialMargin,CallMade,10016193.67,Agreed,NA,11-Nov-2025
CALL1684,Acadia,CSA_CP1684,VariationMargin,CallReceived,13377213.3,Agreed,NA,20-Apr-2023
CALL1685,Acadia,CSA_CP1685,VariationMargin,CallReceived,10219520.27,Agreed,NA,20-Nov-2025
CALL1686,Acadia,CSA_CP1686,InitialMargin,CallMade,8435064.22,Challenged,Timing differnce,26-Nov-2025
CALL1687,Acadia,CSA_CP1687,VariationMargin,CallMade,15033948.52,Agreed,NA,17-Nov-2025
CALL1688,Acadia,CSA_CP1688,VariationMargin,CallReceived,9528199.46,Agreed,NA,26-Nov-2025
CALL1689,Acadia,CSA_CP1689,InitialMargin,CallReceived,13006896.01,Pending,NA,12-Nov-2025
CALL1690,Acadia,CSA_CP1690,VariationMargin,CallReceived,13783726.92,Disputed,Valuation difference,05-Dec-2025
CALL1691,Acadia,CSA_CP1691,InitialMargin,CallReceived,472130.0,Agreed,NA,10-Nov-2025
CALL1692,Acadia,CSA_CP1692,InitialMargin,CallReceived,7040256.93,Agreed,NA,18-Nov-2025
CALL1693,Acadia,CSA_CP1693,InitialMargin,CallMade,6300682.84,Challenged,Timing differnce,23-Feb-2023
CALL1694,Acadia,CSA_CP1694,VariationMargin,CallReceived,1338922.54,Agreed,NA,17-Nov-2025
CALL1695,Acadia,CSA_CP1695,NetCashMargin,CallReceived,18757570.67,Agreed,NA,04-Dec-2025
CALL1696,Acadia,CSA_CP1696,VariationMargin,CallReceived,24874559.56,Agreed,NA,26-Jan-2024
CALL1697,Acadia,CSA_CP1697,InitialMargin,CallReceived,11931989.17,Agreed,NA,01-Dec-2025
CALL1698,Acadia,CSA_CP1698,VariationMargin,CallReceived,8014570.13,Agreed,NA,05-Aug-2024
CALL1699,Acadia,CSA_CP1699,VariationMargin,CallReceived,12905619.14,Pending,NA,25-Nov-2025
CALL1700,Acadia,CSA_CP1700,VariationMargin,CallReceived,2757792.82,Agreed,NA,09-Sep-2025
CALL1701,Acadia,CSA_CP1701,InitialMargin,CallMade,14583895.45,Agreed,NA,03-Dec-2025
CALL1702,Acadia,CSA_CP1702,InitialMargin,CallMade,12694256.68,Agreed,NA,03-Dec-2025
CALL1703,Acadia,CSA_CP1703,VariationMargin,CallMade,1684195.76,Agreed,NA,25-Nov-2025
CALL1704,Acadia,CSA_CP1704,VariationMargin,CallMade,3305902.28,Challenged,CSA difference,25-Nov-2025
CALL1705,Acadia,CSA_CP1705,VariationMargin,CallMade,17153559.28,Agreed,NA,26-Nov-2025
CALL1706,Acadia,CSA_CP1706,InitialMargin,CallMade,34212852.93,Agreed,NA,18-Nov-2025
CALL1707,Acadia,CSA_CP1707,VariationMargin,CallMade,5866098.83,Agreed,NA,25-Nov-2025
CALL1708,Acadia,CSA_CP1708,InitialMargin,CallMade,14284942.6,Disputed,Valuation difference,17-Mar-2025
CALL1709,Acadia,CSA_CP1709,InitialMargin,CallMade,1809020.32,Agreed,NA,04-Nov-2025
CALL1710,Acadia,CSA_CP1710,VariationMargin,CallReceived,11887507.18,Pending,NA,25-Nov-2025
CALL1711,Acadia,CSA_CP1711,VariationMargin,CallMade,22437952.39,Agreed,NA,13-Nov-2025
CALL1712,Acadia,CSA_CP1712,InitialMargin,CallMade,17369326.78,Agreed,NA,04-Dec-2025
CALL1713,Acadia,CSA_CP1713,InitialMargin,CallMade,5467601.62,Agreed,NA,01-Dec-2025
CALL1714,Acadia,CSA_CP1714,VariationMargin,CallReceived,5215935.62,Agreed,NA,11-Nov-2025
CALL1715,Acadia,CSA_CP1715,NetCashMargin,CallReceived,2224149.86,Disputed,Valuation difference,12-Nov-2025
CALL1716,Acadia,CSA_CP1716,InitialMargin,CallMade,5402594.16,Disputed,Timing differnce,04-Nov-2025
CALL1717,Acadia,CSA_CP1717,InitialMargin,CallMade,21105459.42,Agreed,NA,12-Nov-2025
CALL1718,Acadia,CSA_CP1718,VariationMargin,CallMade,7439259.24,Agreed,NA,02-Dec-2025
CALL1719,Acadia,CSA_CP1719,VariationMargin,CallMade,5545494.04,Agreed,NA,17-Nov-2025
CALL1720,Acadia,CSA_CP1720,NetCashMargin,CallMade,10260153.11,Agreed,NA,01-Feb-2024
CALL1721,Acadia,CSA_CP1721,InitialMargin,CallReceived,24156729.6,Agreed,NA,06-Nov-2025
CALL1722,Acadia,CSA_CP1722,VariationMargin,CallMade,4044459.82,Agreed,NA,18-Nov-2025
CALL1723,Acadia,CSA_CP1723,VariationMargin,CallMade,11447119.77,Agreed,NA,26-Nov-2025
CALL1724,Acadia,CSA_CP1724,InitialMargin,CallReceived,31254295.75,Agreed,NA,26-Nov-2025
CALL1725,Acadia,CSA_CP1725,InitialMargin,CallMade,22298825.72,Agreed,NA,07-Nov-2025
CALL1726,Manual,CSA_CP1726,InitialMargin,CallMade,10228324.36,Disputed,CSA difference,24-Nov-2025
CALL1727,Acadia,CSA_CP1727,VariationMargin,CallMade,15087868.94,Agreed,NA,14-Nov-2025
CALL1728,Acadia,CSA_CP1728,InitialMargin,CallMade,23412432.67,Agreed,NA,11-Jun-2025
CALL1729,Acadia,CSA_CP1729,VariationMargin,CallMade,25334276.04,Agreed,NA,25-Nov-2025
CALL1730,Acadia,CSA_CP1730,InitialMargin,CallMade,1639944.75,Agreed,NA,26-Nov-2025
CALL1731,Acadia,CSA_CP1731,InitialMargin,CallMade,1152807.11,Pending,NA,22-Feb-2023
CALL1732,Acadia,CSA_CP1732,VariationMargin,CallReceived,7946904.94,Pending,NA,25-Nov-2025
CALL1733,Acadia,CSA_CP1733,InitialMargin,CallReceived,4160878.79,Agreed,NA,28-Aug-2023
CALL1734,Acadia,CSA_CP1734,VariationMargin,CallMade,2243410.59,Agreed,NA,19-Nov-2025
CALL1735,Acadia,CSA_CP1735,VariationMargin,CallMade,1296166.27,Pending,NA,03-Dec-2025
CALL1736,Acadia,CSA_CP1736,VariationMargin,CallMade,3613542.46,Agreed,NA,06-Nov-2025
CALL1737,Acadia,CSA_CP1737,InitialMargin,CallReceived,31061254.38,Pending,NA,21-Nov-2025
CALL1738,Acadia,CSA_CP1738,InitialMargin,CallReceived,12793565.8,Agreed,NA,13-Nov-2025
CALL1739,Acadia,CSA_CP1739,InitialMargin,CallReceived,38516240.2,Disputed,Trade Difference,12-Nov-2025
CALL1740,Acadia,CSA_CP1740,VariationMargin,CallMade,12161227.41,Pending,NA,26-Sep-2023
CALL1741,Acadia,CSA_CP1741,VariationMargin,CallMade,2933524.22,Agreed,NA,05-Dec-2025
CALL1742,Acadia,CSA_CP1742,VariationMargin,CallMade,11401466.64,Agreed,NA,27-Nov-2025
CALL1743,Acadia,CSA_CP1743,VariationMargin,CallMade,6887686.38,Pending,NA,03-Nov-2025
CALL1744,Acadia,CSA_CP1744,VariationMargin,CallMade,10361219.68,Agreed,NA,02-Jul-2025
CALL1745,Acadia,CSA_CP1745,VariationMargin,CallReceived,3539937.58,Disputed,Trade Difference,26-Nov-2025
CALL1746,Acadia,CSA_CP1746,VariationMargin,CallMade,5292368.93,Agreed,NA,05-Dec-2025
CALL1747,Acadia,CSA_CP1747,VariationMargin,CallReceived,24195866.1,Agreed,NA,07-Nov-2025
CALL1748,Acadia,CSA_CP1748,InitialMargin,CallMade,10997226.2,Agreed,NA,10-Nov-2025
CALL1749,Acadia,CSA_CP1749,VariationMargin,CallMade,17380134.89,Agreed,NA,04-May-2023
CALL1750,Acadia,CSA_CP1750,VariationMargin,CallMade,15675859.46,Agreed,NA,02-Jan-2023
CALL1751,Acadia,CSA_CP1751,VariationMargin,CallReceived,25762366.84,Agreed,NA,14-Nov-2025
CALL1752,Acadia,CSA_CP1752,VariationMargin,CallMade,9015918.18,Disputed,Timing differnce,28-Nov-2025
CALL1753,Acadia,CSA_CP1753,InitialMargin,CallMade,20078103.15,Agreed,NA,05-Nov-2025
CALL1754,Acadia,CSA_CP1754,VariationMargin,CallMade,8762909.43,Agreed,NA,29-Feb-2024
CALL1755,Acadia,CSA_CP1755,VariationMargin,CallMade,17707716.56,Agreed,NA,24-Nov-2025
CALL1756,Acadia,CSA_CP1756,InitialMargin,CallMade,24087497.02,Pending,NA,28-Nov-2025
CALL1757,Acadia,CSA_CP1757,InitialMargin,CallReceived,13219361.51,Agreed,NA,13-Nov-2025
CALL1758,Acadia,CSA_CP1758,VariationMargin,CallReceived,3936456.11,Disputed,CSA difference,03-Nov-2025
CALL1759,Acadia,CSA_CP1759,VariationMargin,CallReceived,15994057.26,Pending,NA,03-Aug-2023
CALL1760,Acadia,CSA_CP1760,InitialMargin,CallMade,5181428.69,Agreed,NA,01-Dec-2025
CALL1761,Acadia,CSA_CP1761,VariationMargin,CallMade,10341952.19,Pending,NA,24-Nov-2025
CALL1762,Acadia,CSA_CP1762,InitialMargin,CallReceived,2442543.53,Agreed,NA,03-Nov-2025
CALL1763,Acadia,CSA_CP1763,VariationMargin,CallReceived,6336970.83,Challenged,CSA difference,12-Dec-2023
CALL1764,Acadia,CSA_CP1764,InitialMargin,CallMade,22696565.33,Disputed,Timing differnce,13-Nov-2025
CALL1765,Acadia,CSA_CP1765,VariationMargin,CallMade,16045696.77,Agreed,NA,03-Nov-2025
CALL1766,Acadia,CSA_CP1766,VariationMargin,CallReceived,9893129.0,Agreed,NA,25-Nov-2025
CALL1767,Acadia,CSA_CP1767,InitialMargin,CallMade,4724821.81,Agreed,NA,13-Nov-2025
CALL1768,Acadia,CSA_CP1768,VariationMargin,CallMade,13223841.33,Agreed,NA,24-Nov-2025
CALL1769,Acadia,CSA_CP1769,NetCashMargin,CallReceived,15851076.53,Pending,NA,14-Nov-2025
CALL1770,Acadia,CSA_CP1770,VariationMargin,CallMade,16666202.53,Agreed,NA,12-Nov-2025
CALL1771,Acadia,CSA_CP1771,InitialMargin,CallMade,11124514.92,Challenged,Valuation difference,30-Apr-2025
CALL1772,Acadia,CSA_CP1772,InitialMargin,CallReceived,2190665.26,Agreed,NA,28-Nov-2025
CALL1773,Acadia,CSA_CP1773,InitialMargin,CallReceived,7910180.0,Agreed,NA,05-Dec-2025
CALL1774,Acadia,CSA_CP1774,InitialMargin,CallReceived,7840952.98,Agreed,NA,07-Nov-2025
CALL1775,Acadia,CSA_CP1775,VariationMargin,CallReceived,1651532.82,Disputed,CSA difference,06-Nov-2025
CALL1776,Acadia,CSA_CP1776,VariationMargin,CallReceived,9787022.66,Pending,NA,25-Nov-2025
CALL1777,Acadia,CSA_CP1777,InitialMargin,CallMade,7753754.87,Agreed,NA,14-Nov-2025
CALL1778,Acadia,CSA_CP1778,NetCashMargin,CallMade,15127782.78,Challenged,Valuation difference,19-Sep-2023
CALL1779,Acadia,CSA_CP1779,VariationMargin,CallReceived,12333797.18,Agreed,NA,05-Nov-2025
CALL1780,Acadia,CSA_CP1780,InitialMargin,CallReceived,27297923.14,Disputed,CSA difference,24-Nov-2025
CALL1781,Acadia,CSA_CP1781,VariationMargin,CallReceived,2379486.23,Challenged,Timing differnce,17-Nov-2025
CALL1782,Acadia,CSA_CP1782,VariationMargin,CallMade,37727704.96,Agreed,NA,03-Sep-2024
CALL1783,Acadia,CSA_CP1783,InitialMargin,CallReceived,8316482.84,Agreed,NA,06-Nov-2025
CALL1784,Acadia,CSA_CP1784,InitialMargin,CallMade,8334417.63,Agreed,NA,05-Nov-2025
CALL1785,Acadia,CSA_CP1785,VariationMargin,CallReceived,25288765.55,Agreed,NA,18-Jun-2025
CALL1786,Acadia,CSA_CP1786,VariationMargin,CallReceived,15887092.08,Pending,NA,30-Sep-2024
CALL1787,Acadia,CSA_CP1787,InitialMargin,CallReceived,12786367.97,Pending,NA,27-Mar-2025
CALL1788,Acadia,CSA_CP1788,InitialMargin,CallMade,12654752.55,Pending,NA,28-Nov-2025
CALL1789,Acadia,CSA_CP1789,InitialMargin,CallReceived,2935145.28,Agreed,NA,21-Nov-2025
CALL1790,Acadia,CSA_CP1790,InitialMargin,CallReceived,20337442.6,Agreed,NA,14-Jun-2023
CALL1791,Acadia,CSA_CP1791,InitialMargin,CallReceived,16467563.12,Challenged,CSA difference,18-Nov-2025
CALL1792,Acadia,CSA_CP1792,VariationMargin,CallMade,10866391.44,Agreed,NA,06-Nov-2025
CALL1793,Acadia,CSA_CP1793,InitialMargin,CallMade,18646649.21,Agreed,NA,28-Nov-2025
CALL1794,Acadia,CSA_CP1794,InitialMargin,CallReceived,22584877.65,Agreed,NA,02-May-2025
CALL1795,Acadia,CSA_CP1795,VariationMargin,CallReceived,13289257.22,Agreed,NA,07-Nov-2025
CALL1796,Acadia,CSA_CP1796,VariationMargin,CallMade,7976167.9,Pending,NA,02-Dec-2025
CALL1797,Manual,CSA_CP1797,VariationMargin,CallMade,6928011.49,Challenged,Timing differnce,07-Nov-2025
CALL1798,Acadia,CSA_CP1798,VariationMargin,CallMade,4862572.94,Challenged,Valuation difference,25-Nov-2025
CALL1799,Acadia,CSA_CP1799,VariationMargin,CallMade,11798812.8,Agreed,NA,03-Nov-2025
CALL1800,Acadia,CSA_CP1800,VariationMargin,CallMade,3502641.87,Agreed,NA,24-Nov-2025
CALL1801,Acadia,CSA_CP1801,InitialMargin,CallMade,22712289.73,Agreed,NA,02-Dec-2025
CALL1802,Acadia,CSA_CP1802,VariationMargin,CallMade,2448494.07,Disputed,Valuation difference,24-Nov-2025
CALL1803,Acadia,CSA_CP1803,InitialMargin,CallReceived,7586769.54,Pending,NA,12-Nov-2025
CALL1804,Acadia,CSA_CP1804,InitialMargin,CallMade,3535278.32,Agreed,NA,26-Nov-2025
CALL1805,Acadia,CSA_CP1805,VariationMargin,CallMade,13755889.68,Agreed,NA,25-Nov-2025
CALL1806,Acadia,CSA_CP1806,InitialMargin,CallMade,10662956.88,Agreed,NA,31-May-2024
CALL1807,Acadia,CSA_CP1807,VariationMargin,CallReceived,9021354.32,Agreed,NA,18-Apr-2025
CALL1808,Acadia,CSA_CP1808,InitialMargin,CallReceived,2954677.41,Agreed,NA,01-Feb-2024
CALL1809,Acadia,CSA_CP1809,VariationMargin,CallReceived,18925090.89,Pending,NA,06-Nov-2025
CALL1810,Acadia,CSA_CP1810,InitialMargin,CallMade,8086508.85,Agreed,NA,13-Dec-2023
CALL1811,Acadia,CSA_CP1811,InitialMargin,CallReceived,1866671.12,Agreed,NA,01-Dec-2025
CALL1812,Acadia,CSA_CP1812,VariationMargin,CallReceived,24415778.3,Agreed,NA,19-Nov-2025
CALL1813,Acadia,CSA_CP1813,VariationMargin,CallMade,3024675.85,Disputed,CSA difference,25-Apr-2025
CALL1814,Acadia,CSA_CP1814,VariationMargin,CallReceived,26470612.46,Challenged,CSA difference,05-Jun-2025
CALL1815,Acadia,CSA_CP1815,InitialMargin,CallReceived,7058093.9,Agreed,NA,17-Apr-2023
CALL1816,Acadia,CSA_CP1816,InitialMargin,CallReceived,577578.23,Agreed,NA,12-Sep-2025
CALL1817,Acadia,CSA_CP1817,VariationMargin,CallMade,1369400.25,Agreed,NA,05-Nov-2025
CALL1818,Acadia,CSA_CP1818,NetCashMargin,CallReceived,6594817.99,Agreed,NA,11-Nov-2025
CALL1819,Acadia,CSA_CP1819,VariationMargin,CallMade,21032058.46,Disputed,Trade Difference,04-Nov-2025
CALL1820,Acadia,CSA_CP1820,InitialMargin,CallReceived,22034433.22,Disputed,CSA difference,01-Dec-2025
CALL1821,Acadia,CSA_CP1821,InitialMargin,CallMade,30043791.13,Agreed,NA,05-Nov-2025
CALL1822,Acadia,CSA_CP1822,VariationMargin,CallReceived,20059393.89,Agreed,NA,17-Nov-2025
CALL1823,Acadia,CSA_CP1823,VariationMargin,CallReceived,1345098.23,Agreed,NA,13-Nov-2025
CALL1824,Acadia,CSA_CP1824,VariationMargin,CallMade,2713332.37,Agreed,NA,07-Nov-2025
CALL1825,Acadia,CSA_CP1825,VariationMargin,CallReceived,5797058.34,Agreed,NA,14-Nov-2025
CALL1826,Acadia,CSA_CP1826,VariationMargin,CallMade,9423403.84,Disputed,CSA difference,04-Nov-2025
CALL1827,Acadia,CSA_CP1827,VariationMargin,CallReceived,23395700.86,Agreed,NA,09-Sep-2025
CALL1828,Acadia,CSA_CP1828,InitialMargin,CallMade,20886580.84,Agreed,NA,06-Nov-2025
CALL1829,Acadia,CSA_CP1829,InitialMargin,CallMade,2180502.98,Agreed,NA,17-May-2024
CALL1830,Acadia,CSA_CP1830,VariationMargin,CallReceived,4217089.04,Agreed,NA,19-Nov-2025
CALL1831,Acadia,CSA_CP1831,InitialMargin,CallMade,349943.87,Agreed,NA,26-Jun-2023
CALL1832,Acadia,CSA_CP1832,VariationMargin,CallMade,16665416.09,Agreed,NA,04-Apr-2023
CALL1833,Acadia,CSA_CP1833,VariationMargin,CallMade,8678517.22,Agreed,NA,01-Dec-2025
CALL1834,Acadia,CSA_CP1834,VariationMargin,CallMade,6097864.84,Agreed,NA,17-Nov-2025
CALL1835,Acadia,CSA_CP1835,VariationMargin,CallMade,685380.08,Agreed,NA,25-Nov-2025
CALL1836,Acadia,CSA_CP1836,VariationMargin,CallReceived,6809580.72,Agreed,NA,04-Nov-2025
CALL1837,Acadia,CSA_CP1837,VariationMargin,CallMade,12194575.43,Agreed,NA,14-Nov-2025
CALL1838,Acadia,CSA_CP1838,VariationMargin,CallReceived,10968412.18,Challenged,CSA difference,05-Nov-2025
CALL1839,Acadia,CSA_CP1839,InitialMargin,CallReceived,2190766.96,Disputed,CSA difference,14-Nov-2025
CALL1840,Acadia,CSA_CP1840,VariationMargin,CallReceived,1631306.49,Agreed,NA,06-Nov-2025
CALL1841,Acadia,CSA_CP1841,NetCashMargin,CallReceived,3602445.89,Agreed,NA,28-Nov-2025
CALL1842,Manual,CSA_CP1842,VariationMargin,CallMade,8753053.05,Pending,NA,27-Nov-2025
CALL1843,Manual,CSA_CP1843,VariationMargin,CallReceived,11875591.77,Agreed,NA,19-Nov-2025
CALL1844,Acadia,CSA_CP1844,VariationMargin,CallReceived,25263900.15,Agreed,NA,06-Nov-2025
CALL1845,Acadia,CSA_CP1845,VariationMargin,CallReceived,1582115.54,Agreed,NA,04-Dec-2025
CALL1846,Acadia,CSA_CP1846,VariationMargin,CallMade,15960661.06,Disputed,CSA difference,17-Mar-2023
CALL1847,Acadia,CSA_CP1847,VariationMargin,CallMade,13102490.04,Agreed,NA,26-Nov-2025
CALL1848,Acadia,CSA_CP1848,VariationMargin,CallMade,16861960.35,Disputed,Timing differnce,14-Nov-2025
CALL1849,Acadia,CSA_CP1849,VariationMargin,CallReceived,775759.48,Agreed,NA,07-Nov-2025
CALL1850,Acadia,CSA_CP1850,VariationMargin,CallMade,9309120.02,Agreed,NA,28-Nov-2025
CALL1851,Acadia,CSA_CP1851,InitialMargin,CallReceived,12196043.64,Agreed,NA,12-Nov-2025
CALL1852,Acadia,CSA_CP1852,InitialMargin,CallReceived,7461239.31,Agreed,NA,17-Nov-2025
CALL1853,Acadia,CSA_CP1853,VariationMargin,CallReceived,5575871.87,Agreed,NA,03-Dec-2025
CALL1854,Acadia,CSA_CP1854,VariationMargin,CallReceived,13936680.86,Challenged,CSA difference,05-Dec-2025
CALL1855,Acadia,CSA_CP1855,VariationMargin,CallReceived,12898965.3,Disputed,CSA difference,26-Nov-2025
CALL1856,Acadia,CSA_CP1856,VariationMargin,CallReceived,10580781.83,Pending,NA,24-Apr-2025
CALL1857,Acadia,CSA_CP1857,VariationMargin,CallReceived,24375099.5,Agreed,NA,07-Aug-2023
CALL1858,Acadia,CSA_CP1858,VariationMargin,CallMade,4804510.78,Agreed,NA,12-Nov-2025
CALL1859,Manual,CSA_CP1859,VariationMargin,CallReceived,16249304.27,Agreed,NA,14-Nov-2025
CALL1860,Acadia,CSA_CP1860,InitialMargin,CallMade,8690623.92,Agreed,NA,10-Nov-2025
CALL1861,Acadia,CSA_CP1861,InitialMargin,CallReceived,3561432.58,Agreed,NA,14-Nov-2025
CALL1862,Acadia,CSA_CP1862,VariationMargin,CallMade,6936173.63,Agreed,NA,25-Jan-2023
CALL1863,Acadia,CSA_CP1863,VariationMargin,CallMade,15295577.53,Agreed,NA,07-Dec-2023
CALL1864,Acadia,CSA_CP1864,VariationMargin,CallMade,7526602.32,Agreed,NA,28-Nov-2025
CALL1865,Acadia,CSA_CP1865,VariationMargin,CallReceived,6500866.88,Agreed,NA,18-Nov-2025
CALL1866,Acadia,CSA_CP1866,InitialMargin,CallMade,12969132.7,Agreed,NA,14-Jan-2025
CALL1867,Acadia,CSA_CP1867,VariationMargin,CallMade,3254245.99,Agreed,NA,19-Nov-2025
CALL1868,Acadia,CSA_CP1868,NetCashMargin,CallMade,12384536.75,Agreed,NA,18-Nov-2025
CALL1869,Acadia,CSA_CP1869,VariationMargin,CallReceived,18328806.94,Agreed,NA,11-Nov-2025
CALL1870,Acadia,CSA_CP1870,InitialMargin,CallReceived,23236701.67,Disputed,Valuation difference,05-Dec-2025
CALL1871,Acadia,CSA_CP1871,InitialMargin,CallReceived,23238666.47,Disputed,Valuation difference,27-Jul-2023
CALL1872,Acadia,CSA_CP1872,VariationMargin,CallReceived,1885955.22,Disputed,CSA difference,26-Nov-2025
CALL1873,Acadia,CSA_CP1873,InitialMargin,CallMade,2369883.38,Pending,NA,26-Nov-2025
CALL1874,Acadia,CSA_CP1874,VariationMargin,CallReceived,11204313.03,Agreed,NA,24-Nov-2025
CALL1875,Acadia,CSA_CP1875,VariationMargin,CallReceived,28052436.79,Agreed,NA,05-Nov-2025
CALL1876,Acadia,CSA_CP1876,VariationMargin,CallMade,23231514.95,Agreed,NA,26-Sep-2023
CALL1877,Acadia,CSA_CP1877,VariationMargin,CallReceived,28665680.97,Challenged,Timing differnce,14-Feb-2025
CALL1878,Acadia,CSA_CP1878,VariationMargin,CallReceived,21247104.71,Agreed,NA,28-Nov-2025
CALL1879,Acadia,CSA_CP1879,VariationMargin,CallMade,6508681.47,Agreed,NA,03-Dec-2025
CALL1880,Acadia,CSA_CP1880,VariationMargin,CallMade,32033346.27,Agreed,NA,12-Nov-2025
CALL1881,Acadia,CSA_CP1881,InitialMargin,CallReceived,15501116.49,Pending,NA,01-Nov-2023
CALL1882,Acadia,CSA_CP1882,VariationMargin,CallMade,8735809.58,Agreed,NA,12-Nov-2025
CALL1883,Acadia,CSA_CP1883,VariationMargin,CallReceived,5391873.84,Agreed,NA,11-Nov-2025
CALL1884,Acadia,CSA_CP1884,InitialMargin,CallMade,11270102.15,Pending,NA,21-Nov-2025
CALL1885,Acadia,CSA_CP1885,VariationMargin,CallMade,8232421.1,Agreed,NA,03-Nov-2025
CALL1886,Acadia,CSA_CP1886,InitialMargin,CallMade,24563031.79,Agreed,NA,27-Nov-2025
CALL1887,Acadia,CSA_CP1887,VariationMargin,CallMade,13294734.3,Disputed,Trade Difference,10-Nov-2025
CALL1888,Acadia,CSA_CP1888,VariationMargin,CallReceived,30738531.27,Disputed,Timing differnce,06-Nov-2025
CALL1889,Acadia,CSA_CP1889,InitialMargin,CallReceived,2136385.28,Disputed,Trade Difference,13-Nov-2025
CALL1890,Acadia,CSA_CP1890,InitialMargin,CallReceived,12050583.86,Agreed,NA,21-Nov-2025
CALL1891,Acadia,CSA_CP1891,VariationMargin,CallMade,21660401.12,Agreed,NA,25-Aug-2025
CALL1892,Acadia,CSA_CP1892,VariationMargin,CallReceived,18515537.84,Agreed,NA,03-Dec-2025
CALL1893,Acadia,CSA_CP1893,VariationMargin,CallMade,26131000.95,Agreed,NA,10-Nov-2025
CALL1894,Acadia,CSA_CP1894,VariationMargin,CallReceived,12892952.78,Agreed,NA,02-Dec-2025
CALL1895,Acadia,CSA_CP1895,InitialMargin,CallMade,25124699.14,Agreed,NA,01-Dec-2025
CALL1896,Acadia,CSA_CP1896,VariationMargin,CallMade,25710956.8,Agreed,NA,14-Nov-2025
CALL1897,Acadia,CSA_CP1897,InitialMargin,CallReceived,5586456.66,Disputed,CSA difference,04-Nov-2025
CALL1898,Acadia,CSA_CP1898,NetCashMargin,CallMade,1062036.32,Pending,NA,10-Nov-2025
CALL1899,Acadia,CSA_CP1899,VariationMargin,CallReceived,16878659.68,Agreed,NA,10-Nov-2025
CALL1900,Acadia,CSA_CP1900,VariationMargin,CallReceived,4619535.26,Agreed,NA,12-Nov-2025
CALL1901,Acadia,CSA_CP1901,InitialMargin,CallReceived,6719034.75,Agreed,NA,19-Nov-2025
