Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Buy_sell,Trade_quantity,Trade_currency,Price,Gross_amount,Gross_amount_USD,Net_amount,Fees_commission,Execution_venue,Order_type,Trade_status,Settlement_status,Settlement_type,Trade_capture_stp,Settlement_stp,Legal_entity,Portfolio_strategy
EQT4638,Bacardi,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,26-Nov-2025,CUST004638,Charles Bennett Pub Ltd Company,OTC,Caleb Chanda Finance Company,Forex-NY,Equity,Cash Equity,Buy,260734,USD,311.69,81269116.7,81269116.7,81269116.7,812691.17,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4639,Bacardi,06-Mar-2024,06-Mar-2024,06-Mar-2024,Y,08-Mar-2024,CUST004639,James Smith Non-Banking Fin Co,CCP,Alicia Ray Finance Company,Forex-LON,Equity,Cash Equity,Sell,9417,USD,298.62,2812394.09,2812394.09,2812394.09,28123.94,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4640,Kondorplus,29-Nov-2024,29-Nov-2024,29-Nov-2024,Y,01-Dec-2024,CUST004640,Dr Conor Edwards Pvt Ltd Company,OTC,Lipika Mani Banking Ltd,FixedIncome-HK,Equity,Cash Equity,Sell,238181,USD,419.4,99892477.3,99892477.3,99892477.3,998924.77,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4641,Bloomberg,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,13-Nov-2025,CUST004641,Suzanne Smith Finance Company,OTC,Aaron Brooks Mutual Fund,Credit-LON,Equity,Cash Equity,Sell,218761,USD,198.72,43472786.52,43472786.52,43472786.52,217363.93,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4642,Kondorplus,27-Nov-2023,27-Nov-2023,27-Nov-2023,Y,29-Nov-2023,CUST004642,Adriana Manning Pvt Ltd Company,Broker,Vidhi Palla Non-Banking Fin Co,Forex-NY,Equity,Cash Equity,Buy,167035,USD,174.08,29077072.73,29077072.73,29077072.73,145385.36,Exchange,Stop,New,Y,Physical,Y,N,BKUS,Rebalance
EQT4643,Bacardi,23-May-2024,23-May-2024,23-May-2024,Y,25-May-2024,CUST004643,Madhavi Shenoy Pvt Ltd Company,CCP,Hector Smith Brokers Ltd,Credit-HK,Equity,Cash Equity,Buy,109737,SGD,243.02,26668279.66,20801258.14,26668279.66,266682.8,Exchange,Limit,Amended,N,Physical,Y,Y,BKUS,Active
EQT4644,Bloomberg,22-Aug-2025,22-Aug-2025,22-Aug-2025,Y,24-Aug-2025,CUST004644,Jason Adams Brokers Ltd,CCP,Susan Burton Pub Ltd Company,Credit-NY,Equity,Cash Equity,Buy,179577,USD,135.64,24357952.42,24357952.42,24357952.42,243579.52,Exchange,Limit,New,Y,Physical,N,Y,BKUS,Passive
EQT4645,Bacardi,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,03-Dec-2025,CUST004645,Joshua Paul Finance Company,Broker,Sandra Fowler Brokers Ltd,Equity-NY,Equity,Cash Equity,Buy,1027206,USD,96.12,98731549.95,98731549.95,98731549.95,493657.75,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4646,Bacardi,22-Sep-2023,22-Sep-2023,22-Sep-2023,Y,24-Sep-2023,CUST004646,Aarini Sunder Brokers Ltd,Broker,Allen Perez Banking Ltd,Credit-NY,Equity,Cash Equity,Buy,152805,USD,413.6,63200630.17,63200630.17,63200630.17,632006.3,MTF,Stop,Amended,Y,Physical,Y,Y,BKUS,Passive
EQT4647,Kondorplus,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,13-Nov-2025,CUST004647,Chakrika Chakrabarti Mutual Fund,OTC,Bishakha Dhar Finance Company,Forex-HK,Equity,Cash Equity,Buy,59672,USD,402.14,23996819.91,23996819.91,23996819.91,239968.2,OTC,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4648,Bacardi,10-Dec-2024,10-Dec-2024,10-Dec-2024,Y,12-Dec-2024,CUST004648,Geetika Kamdar Non-Banking Fin Co,Broker,Chaman Patla Pub Ltd Company,FixedIncome-LON,Equity,Cash Equity,Sell,201390,USD,204.85,41254503.3,41254503.3,41254503.3,412545.03,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4649,Bacardi,23-Aug-2024,23-Aug-2024,23-Aug-2024,Y,25-Aug-2024,CUST004649,Tonya Williams Non-Banking Fin Co,CCP,Stephanie Whitney Non-Banking Fin Co,FixedIncome-LON,Equity,Cash Equity,Buy,205908,USD,286.76,59047053.58,59047053.58,59047053.58,590470.54,Exchange,Limit,New,Y,Physical,Y,N,BKUS,Passive
EQT4650,Kondorplus,06-Dec-2023,06-Dec-2023,06-Dec-2023,Y,08-Dec-2023,CUST004650,Divya Samra Non-Banking Fin Co,CCP,Mary Barker-Holmes Mutual Fund,Credit-HK,Equity,Cash Equity,Sell,2041431,USD,44.6,91052515.69,91052515.69,91052515.69,910525.16,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT4651,Kondorplus,20-Oct-2025,20-Oct-2025,20-Oct-2025,Y,22-Oct-2025,CUST004651,Richard Johnson Non-Banking Fin Co,OTC,Advika Naik Non-Banking Fin Co,FixedIncome-NY,Equity,Cash Equity,Buy,404828,USD,135.54,54870122.94,54870122.94,54870122.94,274350.61,OTC,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT4652,Bloomberg,22-Nov-2024,22-Nov-2024,22-Nov-2024,Y,24-Nov-2024,CUST004652,Miss Melissa Thomas Pvt Ltd Company,OTC,Jennifer Gonzales Finance Company,FixedIncome-NY,Equity,Cash Equity,Sell,318081,AUD,364.65,115988092.89,75392260.38,115988092.89,1159880.93,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4653,Bloomberg,02-Aug-2024,02-Aug-2024,02-Aug-2024,Y,04-Aug-2024,CUST004653,Alexandria Thompson Pvt Ltd Company,OTC,Gautami Naidu Brokers Ltd,FixedIncome-HK,Equity,Cash Equity,Buy,200441,USD,487.94,97803880.8,97803880.8,97803880.8,978038.81,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4654,Kondorplus,17-May-2024,17-May-2024,17-May-2024,Y,19-May-2024,CUST004654,Aachal Chander Non-Banking Fin Co,CCP,Cody Lopez Mutual Fund,FixedIncome-NY,Equity,Cash Equity,Buy,250053,USD,197.36,49350314.19,49350314.19,49350314.19,493503.14,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4655,Bloomberg,19-Oct-2023,19-Oct-2023,19-Oct-2023,Y,21-Oct-2023,CUST004655,Vyanjana Pingle Mutual Fund,CCP,Azad Char Mutual Fund,Equity-HK,Equity,Cash Equity,Buy,415738,USD,226.1,93998106.36,93998106.36,93998106.36,469990.53,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4656,Bacardi,02-Jan-2024,02-Jan-2024,02-Jan-2024,Y,04-Jan-2024,CUST004656,Indali Loyal Finance Company,CCP,Kristen Griffin Mutual Fund,Forex-HK,Equity,Cash Equity,Sell,2081889,EUR,38.34,79814525.43,87795977.97,79814525.43,798145.25,MTF,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT4657,Bacardi,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Nov-2025,CUST004657,Atharv Gade Pub Ltd Company,CCP,Jenny Guerrero Non-Banking Fin Co,FixedIncome-HK,Equity,Cash Equity,Buy,2850864,AUD,27.29,77807357.0,50574782.05,77807357.0,778073.57,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT4658,Bacardi,25-Sep-2023,25-Sep-2023,25-Sep-2023,Y,27-Sep-2023,CUST004658,Janice Kirby Pub Ltd Company,OTC,Nilima Srinivasan Non-Banking Fin Co,Forex-HK,Equity,Cash Equity,Sell,185951,USD,290.37,53995051.36,53995051.36,53995051.36,539950.51,OTC,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT4659,Bacardi,31-Jul-2024,31-Jul-2024,31-Jul-2024,Y,02-Aug-2024,CUST004659,Lavanya Gara Non-Banking Fin Co,Broker,Champak Lal Finance Company,Credit-HK,Equity,Cash Equity,Sell,800672,USD,113.28,90703665.22,90703665.22,90703665.22,907036.65,Exchange,Limit,New,N,Physical,Y,Y,BKUS,Rebalance
EQT4660,Bacardi,26-Oct-2023,26-Oct-2023,26-Oct-2023,Y,28-Oct-2023,CUST004660,Yug Dubey Mutual Fund,CCP,Dr Linda Shaw Pub Ltd Company,FixedIncome-LON,Equity,Cash Equity,Sell,676813,USD,113.97,77134996.89,77134996.89,77134996.89,771349.97,Exchange,Limit,Amended,Y,Physical,Y,Y,BKUS,Diversify
EQT4661,Kondorplus,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,20-Nov-2025,CUST004661,Maanas Verma Finance Company,Broker,Gaurika Chhabra Pvt Ltd Company,Equity-HK,Equity,Cash Equity,Sell,231591,USD,242.61,56186919.73,56186919.73,56186919.73,280934.6,MTF,Market,New,Y,Physical,Y,N,BKUS,Active
EQT4662,Bloomberg,14-Mar-2025,14-Mar-2025,14-Mar-2025,Y,16-Mar-2025,CUST004662,Gavin Smith Pvt Ltd Company,Broker,Timothy Melton Banking Ltd,Credit-LON,Equity,Cash Equity,Sell,949056,GBP,56.49,53616715.51,67020894.39,53616715.51,536167.16,MTF,Stop,New,N,Physical,Y,Y,BKUS,Rebalance
EQT4663,Bloomberg,23-Feb-2023,23-Feb-2023,23-Feb-2023,Y,25-Feb-2023,CUST004663,Balendra Palla Banking Ltd,CCP,Scott Lamb Brokers Ltd,Forex-HK,Equity,Cash Equity,Sell,256512,EUR,331.89,85135191.75,93648710.93,85135191.75,425675.96,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT4664,Bloomberg,20-Feb-2024,20-Feb-2024,20-Feb-2024,Y,22-Feb-2024,CUST004664,Robert Aurora Brokers Ltd,CCP,Vrinda Kanda Finance Company,Forex-LON,Equity,Cash Equity,Sell,19314,USD,451.61,8722412.19,8722412.19,8722412.19,43612.06,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT4665,Bacardi,12-Nov-2025,12-Nov-2025,12-Nov-2025,Y,14-Nov-2025,CUST004665,Bimala Bahl Pvt Ltd Company,CCP,Jeffrey Wells Non-Banking Fin Co,Equity-HK,Equity,Cash Equity,Sell,149450,USD,305.75,45694050.5,45694050.5,45694050.5,456940.5,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT4666,Bacardi,23-Apr-2024,23-Apr-2024,23-Apr-2024,Y,25-Apr-2024,CUST004666,Lauren Lucas Banking Ltd,Broker,Falguni Arya Brokers Ltd,Credit-HK,Equity,Cash Equity,Sell,1652745,USD,30.87,51018346.39,51018346.39,51018346.39,255091.73,MTF,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT4667,Bloomberg,21-Aug-2023,21-Aug-2023,21-Aug-2023,Y,23-Aug-2023,CUST004667,Hector Washington Brokers Ltd,OTC,Olivia Bailey Pub Ltd Company,FixedIncome-HK,Equity,Cash Equity,Sell,141416,USD,291.05,41158682.19,41158682.19,41158682.19,411586.82,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT4668,Bacardi,23-Dec-2024,23-Dec-2024,23-Dec-2024,Y,25-Dec-2024,CUST004668,Wendy Preston Pvt Ltd Company,Broker,Jesse Hamilton Banking Ltd,Forex-HK,Equity,Cash Equity,Buy,32173,USD,422.81,13603210.12,13603210.12,13603210.12,68016.05,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4669,Bacardi,06-Feb-2024,06-Feb-2024,06-Feb-2024,Y,08-Feb-2024,CUST004669,Michael Schultz Pvt Ltd Company,CCP,Jacqueline Simpson Pvt Ltd Company,Equity-LON,Equity,Cash Equity,Buy,508799,EUR,164.66,83780236.51,92158260.16,83780236.51,837802.37,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4670,Kondorplus,28-May-2024,28-May-2024,28-May-2024,Y,30-May-2024,CUST004670,Christopher Bennett Mutual Fund,CCP,Utkarsh Gala Brokers Ltd,Credit-NY,Equity,Cash Equity,Buy,896287,USD,74.1,66415075.73,66415075.73,66415075.73,664150.76,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT4671,Kondorplus,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,20-Nov-2025,CUST004671,Vrinda Basak Pub Ltd Company,CCP,Farhan Baria Brokers Ltd,Equity-NY,Equity,Cash Equity,Buy,244392,USD,241.69,59066980.11,59066980.11,59066980.11,295334.9,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT4672,Bloomberg,21-May-2024,21-May-2024,21-May-2024,Y,23-May-2024,CUST004672,Melinda Cantrell Finance Company,Broker,Deborah Jennings Banking Ltd,FixedIncome-HK,Equity,Cash Equity,Sell,2660966,GBP,29.09,77408962.16,96761202.7,77408962.16,774089.62,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT4673,Bacardi,06-Nov-2024,06-Nov-2024,06-Nov-2024,Y,08-Nov-2024,CUST004673,Savannah Hernandez Banking Ltd,CCP,Leena Chada Finance Company,FixedIncome-LON,Equity,Cash Equity,Sell,958584,CNY,299.36,286961728.56,40174642.0,286961728.56,1434808.64,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT4674,Bloomberg,20-May-2025,20-May-2025,20-May-2025,Y,22-May-2025,CUST004674,Lori Aguilar Finance Company,Broker,Adam Becker Pvt Ltd Company,Credit-NY,Equity,Cash Equity,Sell,64775,EUR,244.84,15859814.39,17445795.83,15859814.39,158598.14,MTF,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4675,Kondorplus,12-Nov-2025,12-Nov-2025,12-Nov-2025,N,14-Nov-2025,CUST004675,Nicholas Lewis Brokers Ltd,OTC,Brenda Thomas Brokers Ltd,FixedIncome-NY,Equity,Cash Equity,Sell,130481,USD,220.65,28790661.5,28790661.5,28790661.5,287906.61,OTC,Market,New,Y,Physical,N,Y,BKUS,Active
EQT4676,Bacardi,15-Jan-2024,15-Jan-2024,15-Jan-2024,Y,17-Jan-2024,CUST004676,Alison Hussain-Barrett Mutual Fund,Broker,Jagdish Sarkar Mutual Fund,FixedIncome-HK,Equity,Cash Equity,Buy,891163,CAD,58.88,52473946.49,38305980.93,52473946.49,262369.73,MTF,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4677,Kondorplus,28-Sep-2023,28-Sep-2023,28-Sep-2023,Y,30-Sep-2023,CUST004677,Zachary Murray Pvt Ltd Company,Broker,Aryan Saxena Banking Ltd,Equity-HK,Equity,Cash Equity,Buy,1241781,USD,65.62,81487419.31,81487419.31,81487419.31,814874.19,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT4678,Bloomberg,20-Jun-2023,20-Jun-2023,20-Jun-2023,Y,22-Jun-2023,CUST004678,Cameron Young Pub Ltd Company,OTC,Mr Kyle Webster Mutual Fund,FixedIncome-NY,Equity,Cash Equity,Sell,2486179,USD,37.45,93105168.79,93105168.79,93105168.79,465525.84,OTC,Market,New,Y,Physical,Y,N,BKUS,Rebalance
EQT4679,Kondorplus,19-Feb-2025,19-Feb-2025,19-Feb-2025,Y,21-Feb-2025,CUST004679,Dr Carl Price Brokers Ltd,OTC,Devansh Chaudhari Finance Company,Credit-HK,Equity,Cash Equity,Sell,47600,CAD,423.41,20154548.09,14712820.11,20154548.09,100772.74,OTC,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT4680,Bacardi,07-Mar-2023,07-Mar-2023,07-Mar-2023,Y,09-Mar-2023,CUST004680,James Kennedy Pub Ltd Company,OTC,Alexis Oneill Mutual Fund,Credit-NY,Equity,Cash Equity,Buy,21663,GBP,343.73,7446563.09,9308203.86,7446563.09,37232.82,OTC,Market,New,N,Physical,Y,Y,BKUS,Rebalance
EQT4681,Kondorplus,05-Jun-2024,05-Jun-2024,05-Jun-2024,Y,07-Jun-2024,CUST004681,Edward Contreras Mutual Fund,OTC,Noah Wu Brokers Ltd,FixedIncome-HK,Equity,Cash Equity,Sell,284002,GBP,150.8,42827259.61,53534074.52,42827259.61,214136.3,OTC,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT4682,Kondorplus,10-May-2024,10-May-2024,10-May-2024,Y,12-May-2024,CUST004682,Amber Byrd Pub Ltd Company,Broker,Stephanie Romero Brokers Ltd,FixedIncome-LON,Equity,Cash Equity,Sell,260166,EUR,309.76,80589750.95,88648726.04,80589750.95,805897.51,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4683,Kondorplus,03-Jan-2024,03-Jan-2024,03-Jan-2024,Y,05-Jan-2024,CUST004683,Travis Drake Finance Company,OTC,Joseph Jackson Finance Company,Equity-LON,Equity,Cash Equity,Buy,201404,USD,318.81,64210586.87,64210586.87,64210586.87,321052.93,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4684,Bacardi,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2025,CUST004684,Amanda Ayers Pvt Ltd Company,OTC,Teerth Saraf Pub Ltd Company,Credit-LON,Equity,Cash Equity,Buy,29644683,JPY,384.51,11398817888.04,77511961.64,11398817888.04,56994089.44,OTC,Limit,New,N,Physical,Y,Y,BKUS,Active
EQT4685,Kondorplus,02-Jul-2025,02-Jul-2025,02-Jul-2025,Y,04-Jul-2025,CUST004685,Girik Varty Pub Ltd Company,OTC,Jerry Anderson Pvt Ltd Company,FixedIncome-NY,Equity,Cash Equity,Buy,146078,USD,489.83,71553343.81,71553343.81,71553343.81,357766.72,OTC,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT4686,Kondorplus,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,06-Dec-2025,CUST004686,Elizabeth Smith MD Pvt Ltd Company,CCP,Maria Cobb Pub Ltd Company,Equity-NY,Equity,Cash Equity,Buy,684473,USD,100.29,68645921.54,68645921.54,68645921.54,343229.61,MTF,Market,New,N,Physical,Y,Y,BKUS,Passive
EQT4687,Bloomberg,20-Nov-2025,20-Nov-2025,20-Nov-2025,N,22-Nov-2025,CUST004687,Bhavini Suri Non-Banking Fin Co,Broker,Kevin Swanson Brokers Ltd,Credit-HK,Equity,Cash Equity,Buy,800351,USD,85.43,68371209.9,68371209.9,68371209.9,683712.1,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4688,Bloomberg,25-Oct-2024,25-Oct-2024,25-Oct-2024,Y,27-Oct-2024,CUST004688,Robert Harris Brokers Ltd,CCP,Vaishnavi Deep Non-Banking Fin Co,Forex-NY,Equity,Cash Equity,Buy,138766,USD,208.89,28986232.3,28986232.3,28986232.3,144931.16,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT4689,Bacardi,08-Jan-2024,08-Jan-2024,08-Jan-2024,Y,10-Jan-2024,CUST004689,Kristin Grant Brokers Ltd,OTC,Steven Hopkins Non-Banking Fin Co,Forex-LON,Equity,Cash Equity,Buy,2438,USD,304.33,742266.09,742266.09,742266.09,7422.66,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4690,Bacardi,29-Mar-2023,29-Mar-2023,29-Mar-2023,Y,31-Mar-2023,CUST004690,Christopher Gonzalez Brokers Ltd,Broker,Mr. Matthew Sanchez Non-Banking Fin Co,Forex-LON,Equity,Cash Equity,Sell,210573,EUR,395.07,83190395.7,91509435.27,83190395.7,831903.96,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4691,Bacardi,12-Jun-2023,12-Jun-2023,12-Jun-2023,Y,14-Jun-2023,CUST004691,Jennifer Moore Banking Ltd,OTC,Kyle Smith Jr. Mutual Fund,Equity-NY,Equity,Cash Equity,Buy,1692772,CNY,329.37,557542658.2,78055972.15,557542658.2,2787713.29,OTC,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4692,Bloomberg,14-Sep-2023,14-Sep-2023,14-Sep-2023,Y,16-Sep-2023,CUST004692,Susan Cook Pvt Ltd Company,CCP,Catherine Fox Non-Banking Fin Co,Credit-HK,Equity,Cash Equity,Buy,265040,USD,342.56,90792599.02,90792599.02,90792599.02,453963.0,MTF,Limit,New,Y,Physical,Y,N,BKUS,Passive
EQT4693,Bacardi,17-Sep-2024,17-Sep-2024,17-Sep-2024,Y,19-Sep-2024,CUST004693,Dana Lynch Mutual Fund,OTC,Falguni Kapoor Pub Ltd Company,Forex-LON,Equity,Cash Equity,Buy,210398,USD,338.79,71280320.1,71280320.1,71280320.1,356401.6,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT4694,Kondorplus,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,15-Nov-2025,CUST004694,Mr Francis Willis Pvt Ltd Company,CCP,Anthony Robertson Pub Ltd Company,FixedIncome-NY,Equity,Cash Equity,Buy,34777,USD,394.23,13710440.48,13710440.48,13710440.48,68552.2,MTF,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT4695,Bloomberg,16-Jan-2025,16-Jan-2025,16-Jan-2025,Y,18-Jan-2025,CUST004695,Anna Wright Mutual Fund,OTC,Xavier Ghosh Pvt Ltd Company,Forex-HK,Equity,Cash Equity,Buy,274445,USD,329.13,90328905.34,90328905.34,90328905.34,451644.53,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4696,Kondorplus,23-Jul-2025,23-Jul-2025,23-Jul-2025,Y,25-Jul-2025,CUST004696,Gavin Gibson Mutual Fund,OTC,Gina Marsh Banking Ltd,Equity-NY,Equity,Cash Equity,Buy,96284,USD,210.18,20236979.13,20236979.13,20236979.13,202369.79,OTC,Stop,New,Y,Physical,N,Y,BKUS,Passive
EQT4697,Bloomberg,20-Aug-2024,20-Aug-2024,20-Aug-2024,Y,22-Aug-2024,CUST004697,Dr Frederick Fisher Pub Ltd Company,OTC,Kenneth Cruz Mutual Fund,Equity-NY,Equity,Cash Equity,Buy,165898,USD,390.22,64737329.32,64737329.32,64737329.32,323686.65,OTC,Stop,New,Y,Physical,N,Y,BKUS,Diversify
EQT4698,Bacardi,11-Sep-2024,11-Sep-2024,11-Sep-2024,Y,13-Sep-2024,CUST004698,Chris Clay Pub Ltd Company,OTC,Pamela Harris Brokers Ltd,Forex-NY,Equity,Cash Equity,Buy,1266286,USD,62.59,79256530.02,79256530.02,79256530.02,792565.3,OTC,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT4699,Bacardi,10-Jan-2024,10-Jan-2024,10-Jan-2024,Y,12-Jan-2024,CUST004699,Mrs. Jennifer Mitchell Mutual Fund,OTC,Jonathan Powell Banking Ltd,Equity-NY,Equity,Cash Equity,Sell,1268392,USD,78.01,98952734.98,98952734.98,98952734.98,494763.67,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT4700,Bloomberg,15-Oct-2025,15-Oct-2025,15-Oct-2025,Y,17-Oct-2025,CUST004700,Jessica Jones Mutual Fund,Broker,Regina Anderson Mutual Fund,Credit-LON,Equity,Cash Equity,Sell,1451909,USD,52.69,76502184.43,76502184.43,76502184.43,765021.84,Exchange,Stop,New,Y,Physical,Y,N,BKUS,Rebalance
EQT4701,Kondorplus,26-Aug-2024,26-Aug-2024,26-Aug-2024,Y,28-Aug-2024,CUST004701,Jason Chang Brokers Ltd,CCP,Dominic Khatri Non-Banking Fin Co,Forex-LON,Equity,Cash Equity,Sell,183109,USD,359.92,65904204.66,65904204.66,65904204.66,659042.05,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4702,Bacardi,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-Nov-2025,CUST004702,Jagvi Som Banking Ltd,CCP,Michael Wheeler Pub Ltd Company,Equity-NY,Equity,Cash Equity,Buy,903013,USD,82.77,74743194.83,74743194.83,74743194.83,747431.95,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Passive
EQT4703,Bacardi,20-Oct-2023,20-Oct-2023,20-Oct-2023,Y,22-Oct-2023,CUST004703,Yagnesh Koshy Pub Ltd Company,CCP,Kamya Saha Pub Ltd Company,FixedIncome-HK,Equity,Cash Equity,Sell,249396,USD,104.88,26155531.94,26155531.94,26155531.94,261555.32,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4704,Bacardi,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,15-Nov-2025,CUST004704,Ms Kerry Jones Pvt Ltd Company,CCP,Warhi Vohra Finance Company,Forex-LON,Equity,Cash Equity,Buy,169582,USD,342.74,58121998.89,58121998.89,58121998.89,290609.99,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT4705,Bloomberg,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,22-Nov-2025,CUST004705,Kathy Gutierrez Mutual Fund,OTC,Melanie Ballard Brokers Ltd,Credit-LON,Equity,Cash Equity,Buy,17636,USD,220.09,3881527.3,3881527.3,3881527.3,19407.64,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4706,Bloomberg,13-Jun-2025,13-Jun-2025,13-Jun-2025,Y,15-Jun-2025,CUST004706,Krystal Martin Banking Ltd,OTC,Dr Jack Bird Non-Banking Fin Co,FixedIncome-HK,Equity,Cash Equity,Sell,382174,USD,260.18,99434445.55,99434445.55,99434445.55,497172.23,OTC,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT4707,Bacardi,26-Jun-2024,26-Jun-2024,26-Jun-2024,Y,28-Jun-2024,CUST004707,Katie Parsons Brokers Ltd,OTC,Kathleen Brown Non-Banking Fin Co,FixedIncome-HK,Equity,Cash Equity,Buy,433386,EUR,100.61,43603863.55,47964249.9,43603863.55,436038.64,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4708,Bloomberg,13-Nov-2025,13-Nov-2025,13-Nov-2025,N,15-Nov-2025,CUST004708,Gary Moyer Pub Ltd Company,OTC,Susan Gentry Finance Company,Equity-HK,Equity,Cash Equity,Buy,204903,EUR,192.68,39480819.88,43428901.87,39480819.88,394808.2,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT4709,Bloomberg,12-Jun-2025,12-Jun-2025,12-Jun-2025,Y,14-Jun-2025,CUST004709,Jason Gallagher Pvt Ltd Company,Broker,Aarnav Kapoor Finance Company,FixedIncome-HK,Equity,Cash Equity,Sell,22679,USD,364.55,8267643.2,8267643.2,8267643.2,41338.22,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT4710,Kondorplus,26-Mar-2024,26-Mar-2024,26-Mar-2024,Y,28-Mar-2024,CUST004710,Elizabeth Henry Banking Ltd,CCP,Christopher Carr Finance Company,Equity-LON,Equity,Cash Equity,Buy,281723,AUD,215.3,60656148.73,39426496.67,60656148.73,606561.49,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT4711,Kondorplus,12-Sep-2025,12-Sep-2025,12-Sep-2025,Y,14-Sep-2025,CUST004711,Francis Wilson Non-Banking Fin Co,Broker,Harsh Shere Finance Company,Forex-HK,Equity,Cash Equity,Sell,168281,USD,398.35,67035362.7,67035362.7,67035362.7,670353.63,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
