Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Settlement_type,Buy_sell,Execution_venue,Trade_status,Trade_capture_stp,Settlement_status,Legal_entity,Portfolio_strategy,Index_name,Index_cur_level,Contract_size,Number_of_contracts,Contract_amount,Option_type,Strike_price,Premium,Expiry_date,Style,Initial Margin,Settlement_stp,Fees_commission,Stock_name,Stock_cur_price,Contract_code,Index_fut_level,Maturity_date_fut,Stock_fut_price,Notional,Floating_cur_int_rate,Near_leg_date,Far_leg_date,Floating_fut_int_rate,Swap_points
EQD3195,FrontArena,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Nov-2027,CUST003195,Paige Barnett-Marsh Pub Ltd Company,CCP,Bhavika Purohit Mutual Fund,Equity-LON,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,N,BKUS,Active,Russell 2000 ,3100.0,250.0,125.0,96875000.0,Call,3679.1217,1817336.43,28-Nov-2027,European,4668434.3,Y,968750.0,,,,,,,,,,,,
EQD3196,FusionCap,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Dec-2025,CUST003196,Cynthia Hinton Finance Company,OTC,Christopher Lynch Banking Ltd,FixedIncome-LON,Derivatives,IndOptions,Physical,Buy,OTC,New,Y,N,BKUS,Diversify,S&P 1500,6500.0,50.0,252.0,81900000.0,Call,7754.2274,3729216.89,28-Dec-2025,American,1957605.24,Y,819000.0,,,,,,,,,,,,
EQD3197,Bacardi,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,08-May-2026,CUST003197,Scott Manning Finance Company,Broker,Nimrat Patil Mutual Fund,Forex-NY,Derivatives,EqFutures,Cash,Buy,MTF,New,Y,N,BKUS,Diversify,,,250.0,223.0,17711774.999999996,,,,,,617718.17,Y,177117.75,Alphabet Inc Class C (GOOG),317.7,EQDF3197,,06-May-2026,348.85585380988215,,,,,,
EQD3198,Sophis,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,04-Dec-2026,CUST003198,Upma Dugar Non-Banking Fin Co,CCP,Vrinda Kata Finance Company,Credit-LON,Derivatives,EqOptions,Cash,Buy,Exchange,New,Y,N,BKUS,Rebalance,,,250.0,259.0,13094392.5,Call,238.6661,476872.83,02-Dec-2026,European,340525.72,Y,65471.96,Oracle Corp (ORCL),202.23,,,,,,,,,,
EQD3199,FusionCap,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,20-May-2026,CUST003199,Scott Spears Non-Banking Fin Co,CCP,Jenna Ashley Finance Company,Equity-HK,Derivatives,IndOptions,Cash,Buy,MTF,New,N,N,BKUS,Active,MSCI World,20850.0,100.0,170.0,354450000.0,Put,21094.0162,5000244.99,18-May-2026,European,15250481.68,Y,3544500.0,,,,,,,,,,,,
EQD3200,FrontArena,08-May-2025,08-May-2025,08-May-2025,Y,10-Jun-2025,CUST003200,Mr. Henry Lester Brokers Ltd,OTC,Valerie Jones Pvt Ltd Company,Equity-NY,Derivatives,EqSwaps,Cash,Sell,OTC,New,Y,Y,BKUS,Diversify,,,,,,,,,,,,Y,1809886.22,Alphabet Inc Class C (GOOG),317.7,,,,321.8388722199056,180988622.09,4.8,08-May-2025,08-Jun-2025,5.3115,0.5115
EQD3201,Bacardi,04-Dec-2023,04-Dec-2023,04-Dec-2023,Y,06-Jun-2024,CUST003201,Mr Lee Gregory Banking Ltd,CCP,Ricky Perry Banking Ltd,Credit-NY,Derivatives,EqOptions,Cash,Buy,MTF,New,Y,Y,BKUS,Diversify,,,10.0,186.0,191282.40000000002,Put,113.1519,4449.99,04-Jun-2024,American,7168.31,Y,1912.82,Netflix Inc (NFLX),102.84,,,,,,,,,,
EQD3202,Summit,26-Nov-2025,26-Nov-2025,26-Nov-2025,N,28-Nov-2028,CUST003202,Alexander Lane Pub Ltd Company,Broker,Danny Cole-Booth Brokers Ltd,Forex-LON,Derivatives,IndFutures,Cash,Buy,OTC,New,Y,N,BKUS,Active,S&P MidCap 400,3500.0,100.0,110.0,38500000.0,,,,,,1640685.29,Y,192500.0,,,INDF3202,3254.764766251183,26-Nov-2028,,,,,,,
EQD3203,Sophis,18-Oct-2023,18-Oct-2023,18-Oct-2023,Y,20-Oct-2024,CUST003203,Ashley Bray Brokers Ltd,Broker,Denise Roberts Mutual Fund,Equity-NY,Derivatives,IndOptions,Cash,Sell,OTC,New,Y,Y,BKUS,Passive,Cboe Volatility Index (VIX) ,16.6,200.0,188.0,624160.0,Call,13.9237,7545.62,18-Oct-2024,American,23838.61,Y,6241.6,,,,,,,,,,,,
EQD3204,Summit,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,06-Jan-2026,CUST003204,Gaurav Rastogi Finance Company,OTC,Hemani Varughese Non-Banking Fin Co,Forex-HK,Derivatives,IndOptions,Physical,Sell,MTF,New,Y,N,BKUS,Diversify,Cboe Volatility Index (VIX) ,16.6,200.0,296.0,982720.0000000001,Put,19.3251,26331.63,04-Jan-2026,European,35594.04,Y,9827.2,,,,,,,,,,,,
EQD3205,Summit,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,13-May-2026,CUST003205,Matthew Hale Finance Company,CCP,Qarin Rau Finance Company,Forex-HK,Derivatives,IndFutures,Cash,Sell,MTF,New,N,N,BKUS,Diversify,FTSE All-World,662.0,200.0,284.0,37601600.0,,,,,,1136079.15,Y,188008.0,,,INDF3205,650.439287863457,11-May-2026,,,,,,,
EQD3206,Summit,10-Nov-2025,10-Nov-2025,10-Nov-2025,Y,12-Nov-2027,CUST003206,Christine Rodgers Mutual Fund,OTC,Balveer Kashyap Non-Banking Fin Co,Forex-HK,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,N,BKUS,Diversify,Nasdaq-100 ,25556.0,100.0,300.0,766680000.0,Put,27358.4407,8848099.0,10-Nov-2027,European,24784239.08,Y,7666800.0,,,,,,,,,,,,
EQD3207,Bacardi,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,26-Nov-2028,CUST003207,Brian Miller Banking Ltd,CCP,Nicholas Oconnor Banking Ltd,FixedIncome-NY,Derivatives,IndOptions,Cash,Buy,Exchange,New,N,N,BKUS,Diversify,S&P 100 ,3434.0,50.0,293.0,50308100.0,Put,3718.5884,709219.95,24-Nov-2028,American,2192976.42,Y,251540.5,,,,,,,,,,,,
EQD3208,Summit,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,08-Feb-2026,CUST003208,Gordon Page-Patel Banking Ltd,CCP,Zachary Johnson Banking Ltd,Equity-HK,Derivatives,IndFutures,Physical,Buy,MTF,New,Y,N,BKUS,Active,S&P Global 1200,8500.0,50.0,229.0,97325000.0,,,,,,4712056.22,Y,973250.0,,,INDF3208,8620.227712888624,06-Feb-2026,,,,,,,
EQD3209,FrontArena,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,07-Dec-2025,CUST003209,Alyssa Harvey Mutual Fund,OTC,Vamakshi Gandhi Pvt Ltd Company,Forex-NY,Derivatives,IndFutures,Physical,Sell,Exchange,New,Y,N,BKUS,Passive,S&P MidCap 400,3500.0,10.0,102.0,3570000.0,,,,,,155683.17,Y,35700.0,,,INDF3209,3563.980966521526,05-Dec-2025,,,,,,,
EQD3210,Bacardi,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-Dec-2025,CUST003210,Debra Brown Mutual Fund,Broker,Justin Brown Banking Ltd,FixedIncome-NY,Derivatives,IndOptions,Physical,Buy,Exchange,New,N,N,BKUS,Diversify,S&P 100 ,3434.0,200.0,267.0,183375600.0,Put,3475.4305,5122953.92,14-Dec-2025,American,8874331.92,Y,1833756.0,,,,,,,,,,,,
EQD3211,Sophis,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Nov-2026,CUST003211,Amol Sachar Finance Company,Broker,Robert Bailey Pub Ltd Company,Equity-HK,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,N,BKUS,Diversify,Russell 1000,6000.0,250.0,244.0,366000000.0,Put,6298.8419,14504689.24,25-Nov-2026,American,9544688.58,Y,1830000.0,,,,,,,,,,,,
EQD3212,FrontArena,20-Mar-2024,20-Mar-2024,20-Mar-2024,Y,22-Mar-2025,CUST003212,Ronith Panchal Finance Company,CCP,Owen Gardner Brokers Ltd,Credit-HK,Derivatives,IndOptions,Cash,Buy,MTF,New,Y,Y,BKUS,Passive,Russell 2000 ,3100.0,10.0,122.0,3782000.0,Put,3013.3835,98516.41,20-Mar-2025,American,104950.32,Y,18910.0,,,,,,,,,,,,
EQD3213,Sophis,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,15-May-2026,CUST003213,Wakeeta Loyal Pvt Ltd Company,OTC,Joann Horton Finance Company,Equity-LON,Derivatives,EqFutures,Cash,Sell,MTF,New,Y,N,BKUS,Diversify,,,250.0,225.0,10243125.0,,,,,,320685.44,Y,51215.62,NVIDIA Corp (NVDA),182.1,EQDF3213,,13-May-2026,200.07968506454242,,,,,,
EQD3214,Summit,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,03-Mar-2026,CUST003214,Matthew Turner Pvt Ltd Company,Broker,Radha Jaggi Pub Ltd Company,FixedIncome-NY,Derivatives,IndOptions,Cash,Buy,MTF,New,Y,N,BKUS,Rebalance,Dow Jones Utility Average,900.0,150.0,298.0,40230000.0,Put,1005.2411,1321430.42,01-Mar-2026,European,1666821.01,Y,201150.0,,,,,,,,,,,,
EQD3215,FrontArena,24-Nov-2025,24-Nov-2025,24-Nov-2025,N,26-Nov-2027,CUST003215,Rita Rogers Pvt Ltd Company,OTC,Paul Monroe Brokers Ltd,Equity-HK,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,N,BKUS,Rebalance,Dow Jones Transportation Average ,22500.0,50.0,224.0,252000000.0,Put,18375.9056,6476053.05,24-Nov-2027,European,5865742.31,Y,2520000.0,,,,,,,,,,,,
EQD3216,Bacardi,29-Jul-2024,29-Jul-2024,29-Jul-2024,Y,31-Jul-2027,CUST003216,Reva Kata Non-Banking Fin Co,OTC,Terry Gray Banking Ltd,Equity-HK,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,N,BKUS,Passive,FTSE All-World,662.0,150.0,236.0,23434800.0,Call,677.8196,580099.04,29-Jul-2027,European,537186.29,Y,117174.0,,,,,,,,,,,,
EQD3217,Summit,25-Dec-2024,25-Dec-2024,25-Dec-2024,Y,27-Jan-2025,CUST003217,Benjamin Perez Banking Ltd,OTC,Odika Shetty Non-Banking Fin Co,Credit-NY,Derivatives,EqOptions,Physical,Sell,MTF,New,N,Y,BKUS,Diversify,,,150.0,185.0,10422900.0,Call,384.7183,107750.44,25-Jan-2025,European,290725.25,Y,104229.0,Broadcom Inc (AVGO),375.6,,,,,,,,,,
EQD3218,Sophis,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,15-Nov-2026,CUST003218,Zinal Raval Brokers Ltd,OTC,Ucchal Natt Pvt Ltd Company,Credit-HK,Derivatives,IndOptions,Physical,Buy,Exchange,New,N,N,BKUS,Rebalance,S&P 100 ,3434.0,250.0,120.0,103020000.0,Put,2964.2564,2756461.88,13-Nov-2026,European,4324921.7,Y,1030200.0,,,,,,,,,,,,
EQD3219,FusionCap,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,04-Mar-2026,CUST003219,Brandy Stewart Pvt Ltd Company,Broker,Suzanne Khan-Evans Pub Ltd Company,Forex-LON,Derivatives,EqOptions,Physical,Buy,Exchange,New,Y,N,BKUS,Passive,,,150.0,175.0,1398075.0,Put,51.2652,46013.72,02-Mar-2026,European,44967.59,Y,13980.75,Bank of America Corporation (BAC),53.26,,,,,,,,,,
EQD3220,Sophis,14-Nov-2025,14-Nov-2025,14-Nov-2025,N,16-Feb-2026,CUST003220,Jesse Stewart Pub Ltd Company,CCP,Mr Gareth Harvey Finance Company,FixedIncome-LON,Derivatives,IndFutures,Cash,Sell,MTF,New,N,N,BKUS,Active,Russell 3000 ,7500.0,150.0,165.0,185625000.0,,,,,,9275806.45,Y,1856250.0,,,INDF3220,8547.092482409478,14-Feb-2026,,,,,,,
EQD3221,FusionCap,28-Feb-2023,28-Feb-2023,28-Feb-2023,Y,01-Mar-2024,CUST003221,Donald Dennis Pvt Ltd Company,Broker,Robert Brewer Mutual Fund,Forex-HK,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,Y,BKUS,Passive,Nasdaq Composite,23414.0,200.0,277.0,1297135600.0,Put,20411.5203,22079873.28,28-Feb-2024,American,26515674.39,Y,6485678.0,,,,,,,,,,,,
EQD3222,FrontArena,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-May-2026,CUST003222,Marion Price-Austin Pub Ltd Company,OTC,Kenneth Williams Pub Ltd Company,Equity-NY,Derivatives,IndOptions,Physical,Sell,OTC,New,Y,N,BKUS,Diversify,S&P 100 ,3434.0,100.0,214.0,73487600.0,Call,2973.2352,2920743.98,27-May-2026,European,1541353.43,Y,367438.0,,,,,,,,,,,,
EQD3223,Sophis,23-Mar-2023,23-Mar-2023,23-Mar-2023,Y,25-Jun-2023,CUST003223,Jeremiah Shroff Mutual Fund,Broker,Timothy Black Finance Company,Equity-NY,Derivatives,IndFutures,Physical,Buy,OTC,New,Y,Y,BKUS,Rebalance,Nasdaq Composite,23414.0,250.0,103.0,602910500.0,,,,,,25189992.55,Y,6029105.0,,,INDF3223,20225.40506036338,23-Jun-2023,,,,,,,
EQD3224,Summit,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,06-Dec-2026,CUST003224,Michael Turner Brokers Ltd,CCP,Cheyenne Livingston Pub Ltd Company,Credit-HK,Derivatives,IndOptions,Physical,Sell,MTF,New,N,N,BKUS,Diversify,Dow Jones Transportation Average ,22500.0,10.0,166.0,37350000.0,Put,19543.1339,1248276.85,04-Dec-2026,European,1364737.43,Y,186750.0,,,,,,,,,,,,
EQD3225,FrontArena,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Dec-2025,CUST003225,Peter Wright Banking Ltd,Broker,Cindy Sanchez Pub Ltd Company,Equity-HK,Derivatives,IndOptions,Physical,Sell,OTC,New,Y,N,BKUS,Passive,S&P 500 ,6815.0,200.0,107.0,145841000.0,Put,6194.1323,5980262.58,28-Dec-2025,American,6370055.63,Y,1458410.0,,,,,,,,,,,,
EQD3226,FusionCap,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,05-Nov-2026,CUST003226,Michelle Bauer Brokers Ltd,Broker,Heather Flores Non-Banking Fin Co,Credit-HK,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,N,BKUS,Active,Nasdaq-100 ,25556.0,100.0,136.0,347561600.0,Put,28320.875,15139426.86,03-Nov-2026,European,7863253.53,Y,3475616.0,,,,,,,,,,,,
EQD3227,FrontArena,29-Jul-2024,29-Jul-2024,29-Jul-2024,Y,31-Oct-2024,CUST003227,Rajata Doshi Non-Banking Fin Co,Broker,Onkar Ganesan Brokers Ltd,FixedIncome-NY,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,Y,BKUS,Active,Russell 3000 ,7500.0,200.0,114.0,171000000.0,Call,8396.025,7350695.07,29-Oct-2024,American,4750052.97,Y,1710000.0,,,,,,,,,,,,
EQD3228,FusionCap,09-Feb-2023,09-Feb-2023,09-Feb-2023,Y,11-May-2023,CUST003228,Angela Olsen Mutual Fund,OTC,Christopher Lopez Pvt Ltd Company,Credit-HK,Derivatives,IndOptions,Cash,Sell,OTC,New,Y,Y,BKUS,Diversify,MSCI World,20850.0,50.0,150.0,156375000.0,Call,18132.7332,2127090.19,09-May-2023,European,7222395.94,Y,1563750.0,,,,,,,,,,,,
EQD3229,Summit,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,06-Nov-2027,CUST003229,Kate Davis-Evans Banking Ltd,OTC,Joseph Stanley MD Pub Ltd Company,Equity-LON,Derivatives,EqFutures,Physical,Buy,OTC,New,Y,N,BKUS,Rebalance,,,100.0,238.0,4330648.0,,,,,,120775.87,Y,43306.48,MicroStrategy Inc Class A (MSTR),181.96,EQDF3229,,04-Nov-2027,174.32255652545123,,,,,,
EQD3230,Bacardi,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,22-Feb-2026,CUST003230,Gayathri Rau Finance Company,Broker,Falguni Chaudhari Pvt Ltd Company,Credit-NY,Derivatives,IndOptions,Physical,Buy,MTF,New,N,N,BKUS,Passive,S&P MidCap 400,3500.0,200.0,289.0,202300000.0,Put,3196.143,3383205.84,20-Feb-2026,American,8959930.95,N,1011500.0,,,,,,,,,,,,
EQD3231,Sophis,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2028,CUST003231,Vrishti Sunder Brokers Ltd,CCP,Urvi Konda Brokers Ltd,Credit-HK,Derivatives,IndFutures,Cash,Sell,MTF,New,Y,N,BKUS,Active,S&P MidCap 400,3500.0,250.0,231.0,202125000.0,,,,,,4992337.34,Y,2021250.0,,,INDF3231,3015.054395121554,27-Nov-2028,,,,,,,
EQD3232,Bacardi,04-Jan-2023,04-Jan-2023,04-Jan-2023,Y,06-Jul-2023,CUST003232,Nicholas Williamson Pvt Ltd Company,OTC,James Wheeler Pvt Ltd Company,Equity-NY,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,Y,BKUS,Rebalance,Cboe Volatility Index (VIX) ,16.6,150.0,119.0,296310.0,Put,17.8678,6973.45,04-Jul-2023,American,11674.19,Y,2963.1,,,,,,,,,,,,
EQD3233,FrontArena,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,07-Nov-2027,CUST003233,Louis Kelley Finance Company,Broker,Miss Chelsea Ford Pub Ltd Company,Credit-LON,Derivatives,IndOptions,Cash,Buy,OTC,New,Y,N,BKUS,Diversify,Russell 1000,6000.0,150.0,296.0,266400000.0,Put,6103.9631,11625665.72,05-Nov-2027,American,9328237.78,Y,1332000.0,,,,,,,,,,,,
EQD3234,Sophis,19-May-2025,19-May-2025,19-May-2025,Y,21-May-2026,CUST003234,Victor Hughes Banking Ltd,Broker,Timothy Whitaker Pvt Ltd Company,FixedIncome-HK,Derivatives,IndOptions,Cash,Buy,MTF,New,Y,N,BKUS,Passive,S&P 1500,6500.0,10.0,211.0,13715000.0,Put,6178.534,588762.96,19-May-2026,American,635226.73,Y,68575.0,,,,,,,,,,,,
EQD3235,Summit,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,13-Nov-2028,CUST003235,Megan Smith Finance Company,CCP,Molly Shaw-Williams Pvt Ltd Company,Equity-NY,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,N,BKUS,Active,FTSE All-World,662.0,150.0,109.0,10823700.0,Call,747.3513,228929.01,11-Nov-2028,European,340409.7,Y,108237.0,,,,,,,,,,,,
EQD3236,Sophis,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-Dec-2025,CUST003236,Barry Montes Pub Ltd Company,OTC,Orinder Sengupta Mutual Fund,FixedIncome-LON,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,N,BKUS,Passive,Wilshire 5000,75000.0,150.0,257.0,2891250000.0,Call,84660.5839,97423158.82,14-Dec-2025,American,105834552.88,Y,14456250.0,,,,,,,,,,,,
EQD3237,FusionCap,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,13-Nov-2027,CUST003237,Brandon White Banking Ltd,Broker,Trevor Carroll Brokers Ltd,Forex-LON,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,N,BKUS,Diversify,Cboe Volatility Index (VIX) ,16.6,200.0,111.0,368520.0,Call,17.241,15196.66,11-Nov-2027,American,15819.74,Y,3685.2,,,,,,,,,,,,
EQD3238,FusionCap,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,06-May-2026,CUST003238,Colin Flores Pub Ltd Company,OTC,Diane Woods DVM Non-Banking Fin Co,FixedIncome-LON,Derivatives,EqFutures,Physical,Buy,MTF,New,Y,N,BKUS,Rebalance,,,200.0,273.0,5615064.0,,,,,,189712.41,Y,56150.64,Netflix Inc (NFLX),102.84,EQDF3238,,04-May-2026,111.75369736315169,,,,,,
EQD3239,Sophis,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Feb-2026,CUST003239,Michael Mccarty Mutual Fund,OTC,Chandran Chana Pub Ltd Company,Equity-NY,Derivatives,IndOptions,Cash,Buy,MTF,New,Y,N,BKUS,Active,Wilshire 5000,75000.0,10.0,189.0,141750000.0,Call,82933.1774,1455359.37,25-Feb-2026,American,5796174.96,Y,1417500.0,,,,,,,,,,,,
EQD3240,FusionCap,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,05-Nov-2028,CUST003240,Cynthia Trujillo Brokers Ltd,CCP,Lawrence Craig Brokers Ltd,Credit-LON,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,N,BKUS,Passive,Dow Jones Industrial Average (DJIA) ,46000.0,100.0,130.0,598000000.0,Put,42990.1562,9566909.12,03-Nov-2028,European,27745065.5,Y,5980000.0,,,,,,,,,,,,
EQD3241,FrontArena,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Nov-2026,CUST003241,Michael Brewer Non-Banking Fin Co,OTC,Sneha Ghose Brokers Ltd,FixedIncome-LON,Derivatives,EqFutures,Physical,Buy,MTF,New,Y,N,BKUS,Diversify,,,10.0,135.0,233320.50000000003,,,,,,7414.33,Y,1166.6,Palantir Technologies Inc (PLTR),172.83,EQDF3241,,26-Nov-2026,166.5202479974418,,,,,,
EQD3242,FusionCap,14-Oct-2025,14-Oct-2025,14-Oct-2025,Y,16-Jan-2026,CUST003242,Bryan Snyder Pvt Ltd Company,CCP,Ganga Munshi Non-Banking Fin Co,Forex-HK,Derivatives,IndOptions,Cash,Sell,OTC,New,Y,N,BKUS,Rebalance,Russell 1000,6000.0,200.0,187.0,224400000.0,Call,5596.8927,3800399.28,14-Jan-2026,European,5782175.9,Y,2244000.0,,,,,,,,,,,,
EQD3243,Sophis,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,26-Nov-2028,CUST003243,Barkha Rastogi Brokers Ltd,CCP,David Hill Finance Company,Equity-NY,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,N,BKUS,Rebalance,S&P MidCap 400,3500.0,200.0,288.0,201600000.0,Call,4053.6489,9990618.48,24-Nov-2028,European,9454188.42,N,1008000.0,,,,,,,,,,,,
EQD3244,FrontArena,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,04-Jan-2026,CUST003244,Daniel Sullivan Pub Ltd Company,CCP,Victor Clarke Non-Banking Fin Co,FixedIncome-LON,Derivatives,EqFutures,Physical,Sell,OTC,New,Y,N,BKUS,Rebalance,,,200.0,272.0,9906240.0,,,,,,314942.61,Y,99062.4,NVIDIA Corp (NVDA),182.1,EQDF3244,,02-Jan-2026,158.38919773584362,,,,,,
EQD3245,Bacardi,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,07-Nov-2028,CUST003245,Ms Danielle Payne Brokers Ltd,CCP,Odika Rajagopalan Banking Ltd,Forex-LON,Derivatives,IndOptions,Cash,Buy,Exchange,New,N,N,BKUS,Rebalance,S&P SmallCap 600,1900.0,100.0,198.0,37620000.0,Put,1887.6753,576990.89,05-Nov-2028,European,1121252.24,Y,376200.0,,,,,,,,,,,,
EQD3246,FrontArena,21-Jan-2025,21-Jan-2025,21-Jan-2025,Y,23-Jan-2028,CUST003246,Elizabeth Johnson Mutual Fund,CCP,Janet Miller Banking Ltd,Credit-LON,Derivatives,IndOptions,Cash,Sell,OTC,New,Y,N,BKUS,Passive,Cboe Volatility Index (VIX) ,16.6,10.0,228.0,37848.0,Put,14.4899,924.49,21-Jan-2028,American,1602.39,Y,378.48,,,,,,,,,,,,
EQD3247,Summit,18-Jun-2024,18-Jun-2024,18-Jun-2024,Y,20-Jun-2025,CUST003247,Samuel Murphy Pvt Ltd Company,OTC,Dr Tina Power Brokers Ltd,Equity-LON,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,Y,BKUS,Active,FTSE All-World,662.0,200.0,277.0,36674800.0,Put,579.8738,691661.65,18-Jun-2025,American,1061364.12,Y,366748.0,,,,,,,,,,,,
EQD3248,FusionCap,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,06-Dec-2027,CUST003248,Amy Tran Non-Banking Fin Co,OTC,Qasim Om Finance Company,Equity-HK,Derivatives,IndOptions,Cash,Buy,OTC,New,Y,N,BKUS,Passive,Dow Jones Transportation Average ,22500.0,200.0,220.0,990000000.0,Put,24084.4646,47517288.88,04-Dec-2027,European,33725237.38,Y,4950000.0,,,,,,,,,,,,
EQD3249,FusionCap,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,19-Nov-2027,CUST003249,Angelica Cook Mutual Fund,CCP,Kalpit Sheth Pvt Ltd Company,Credit-HK,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Diversify,Cboe Volatility Index (VIX) ,16.6,100.0,179.0,297140.0,Put,18.4919,7203.15,17-Nov-2027,European,8865.23,N,2971.4,,,,,,,,,,,,
EQD3250,FrontArena,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-May-2026,CUST003250,Charan Mistry Mutual Fund,CCP,Barbara Obrien DDS Mutual Fund,FixedIncome-HK,Derivatives,EqOptions,Physical,Buy,MTF,New,Y,N,BKUS,Diversify,,,250.0,221.0,12778772.5,Call,191.0273,306776.3,14-May-2026,European,404767.8,Y,63893.86,"Amazon.com, Inc. (AMZN)",231.29,,,,,,,,,,
EQD3251,FusionCap,17-Nov-2025,17-Nov-2025,17-Nov-2025,N,19-Nov-2027,CUST003251,Jessica Boyle Banking Ltd,CCP,Anamika Panchal Finance Company,Credit-LON,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Passive,FTSE All-World,662.0,250.0,163.0,26976500.0,Put,536.1265,1315546.09,17-Nov-2027,European,1208426.58,Y,269765.0,,,,,,,,,,,,
EQD3252,Summit,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-Nov-2026,CUST003252,Chavvi Anne Banking Ltd,Broker,Scott Hill Finance Company,Forex-HK,Derivatives,IndFutures,Cash,Sell,OTC,New,N,N,BKUS,Diversify,Russell 2000 ,3100.0,150.0,120.0,55800000.0,,,,,,1711645.97,Y,279000.0,,,INDF3252,3283.3463418738197,14-Nov-2026,,,,,,,
EQD3253,Sophis,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-May-2026,CUST003253,Adam Silva Mutual Fund,CCP,Krisha Subramaniam Mutual Fund,Credit-HK,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,N,BKUS,Passive,Russell 1000,6000.0,50.0,277.0,83100000.0,Put,5414.748,3999633.47,28-May-2026,European,3987662.63,Y,831000.0,,,,,,,,,,,,
EQD3254,Sophis,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,06-Nov-2026,CUST003254,Jeremiah Martin Brokers Ltd,CCP,Michelle Price Pub Ltd Company,Forex-HK,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,N,BKUS,Diversify,S&P SmallCap 600,1900.0,200.0,268.0,101840000.0,Call,1894.3781,1452730.11,04-Nov-2026,American,4959657.45,Y,1018400.0,,,,,,,,,,,,
EQD3255,FrontArena,01-Nov-2023,01-Nov-2023,01-Nov-2023,Y,03-Nov-2025,CUST003255,Fitan Pillay Pub Ltd Company,Broker,Corey Figueroa Non-Banking Fin Co,Credit-LON,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,Y,BKUS,Active,S&P 100 ,3434.0,250.0,167.0,143369500.0,Call,3376.7471,5041079.05,01-Nov-2025,American,6025918.43,Y,1433695.0,,,,,,,,,,,,
