Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Currency_pair,Base_currency,Quote_currency,Exchange_rate,Base_amount,Quote_amount,Base_amount_usd,Buy_sell,Settlement_date,Fees_commission,Execution_venue,Trade_status,Trade_capture_stp,Settlement_status,Legal_entity,Portfolio_strategy,Near_leg_date,Far_leg_date,Near_leg_rate,Far_leg_rate,Near_leg_amount,Far_leg_amount,Swap_points,Settlement_type,Settlement_stp,forward rate,Maturity_date_fwd,Option_type,Strike_price,Premium,Expiry_date,Style,Contract_code,Contract_size,futures_rate,Maturity_date_fut,Number_of_contracts,Initial Margin
FXS1917,Sophis,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,CUST001917,Rhonda Meyers Pvt Ltd Company,OTC,Justin Lowery Finance Company,FixedIncome-HK,Derivatives,FxSwaps,CNY/VEF,CNY,VEF,1.6252,6615722354.29,10751624424.69,926201129.6,Sell,15-Nov-2028,66157223.54,OTC,New,Y,N,BKUS,Diversify,13-Nov-2025,13-Nov-2028,1.6252,1.748,6615722354.29,11564252964.69,0.1228,Cash,Y,,,,,,,,,,,,,
FXS1918,Sophis,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,CUST001918,Rebecca Fisher-Cooper Banking Ltd,Broker,Gregory Khan Brokers Ltd,FixedIncome-NY,Derivatives,FxSwaps,SGD/DKK,SGD,DKK,5.3854,1198002038.02,6451751364.42,934441589.66,Buy,06-Nov-2028,5990010.19,OTC,New,Y,N,BKUS,Rebalance,04-Nov-2025,04-Nov-2028,5.3854,5.4188,1198002038.02,6491767006.48,0.0334,Cash,Y,,,,,,,,,,,,,
FXS1919,FrontArena,09-Jul-2024,09-Jul-2024,09-Jul-2024,Y,CUST001919,Jamie Collier Finance Company,Broker,Adweta Malhotra Non-Banking Fin Co,Forex-HK,Derivatives,FxForwards,SGD/JPY,SGD,JPY,128.3689,216916094.96,27845277797.39,169194554.07,Buy,11-Jul-2026,2169160.95,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,Y,117.2803,09-Jul-2026,,,,,,,,,,,
FXS1920,Summit,08-Dec-2023,08-Dec-2023,08-Dec-2023,Y,CUST001920,Tara Vohra Finance Company,Broker,Jessica Ashley Non-Banking Fin Co,Credit-NY,Derivatives,FxSwaps,DKK/EUR,DKK,EUR,0.1406,6365967458.59,895105229.78,954895118.79,Buy,10-Dec-2025,31829837.29,OTC,New,Y,N,BKUS,Active,08-Dec-2023,08-Dec-2025,0.1406,0.1617,6365967458.59,1029100429.35,0.021,Cash,Y,,,,,,,,,,,,,
FXS1921,Summit,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,CUST001921,Darren Stone-Barnes Banking Ltd,OTC,Nathaniel Dani Banking Ltd,Equity-LON,Derivatives,FxOptions,DKK/CAD,DKK,CAD,0.1868,3043124911.85,568463819.24,456468736.78,Buy,16-Nov-2028,30431249.12,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,Y,,,Put,0.1904,84901852.37045258,14-Nov-2028,European,,,,,,
FXS1922,FusionCap,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,CUST001922,Tyrone Cummings Brokers Ltd,Broker,Qasim Sidhu Banking Ltd,Forex-HK,Derivatives,FxSwaps,VEF/DKK,VEF,DKK,0.4684,9835797096.87,4607429963.95,786863767.75,Buy,22-Nov-2028,49178985.48,OTC,New,N,N,BKUS,Passive,20-Nov-2025,20-Nov-2028,0.4684,0.4872,9835797096.87,4791662247.52,0.0187,Cash,Y,,,,,,,,,,,,,
FXS1923,FrontArena,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST001923,Chameli Desai Finance Company,Broker,Olivia Curtis-Faulkner Mutual Fund,FixedIncome-NY,Derivatives,FxSwaps,ZAR/CNY,ZAR,CNY,0.442,1740763244.73,769417600.78,97482741.71,Buy,07-Dec-2025,17407632.45,OTC,New,Y,N,BKUS,Rebalance,05-Nov-2025,05-Dec-2025,0.442,0.4145,1740763244.73,721527733.85,-0.0275,Cash,Y,,,,,,,,,,,,,
FXS1924,Sophis,13-Oct-2025,13-Oct-2025,13-Oct-2025,Y,CUST001924,Melissa Ramirez Banking Ltd,OTC,Liam Prabhu Finance Company,FixedIncome-HK,Derivatives,FxSwaps,SGD/USD,SGD,USD,0.7006,1185448215.82,830473971.45,924649608.34,Buy,15-Oct-2026,11854482.16,OTC,New,Y,N,BKUS,Active,13-Oct-2025,13-Oct-2026,0.7006,0.7892,1185448215.82,935518742.03,0.0886,Cash,Y,,,,,,,,,,,,,
FXS1925,Summit,18-Jul-2025,18-Jul-2025,18-Jul-2025,Y,CUST001925,Amy Rogers Pub Ltd Company,OTC,Emily Thomas Mutual Fund,FixedIncome-HK,Derivatives,FxForwards,SGD/CAD,SGD,CAD,1.0744,869655810.29,934338406.36,678331532.03,Buy,20-Aug-2025,8696558.1,OTC,New,N,Y,BKUS,Active,,,,,,,,Physical,Y,1.2877,18-Aug-2025,,,,,,,,,,,
FXS1926,Sophis,20-Mar-2023,20-Mar-2023,20-Mar-2023,Y,CUST001926,William Dougherty Pvt Ltd Company,Broker,Devin Davis Pub Ltd Company,Credit-HK,Derivatives,FxSwaps,DKK/ZAR,DKK,ZAR,2.6544,6023294843.73,15988034068.76,903494226.56,Sell,22-Mar-2024,30116474.22,OTC,New,N,Y,BKUS,Active,20-Mar-2023,20-Mar-2024,2.6544,2.6677,6023294843.73,16068151415.43,0.0133,Cash,Y,,,,,,,,,,,,,
FXS1927,Murex,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST001927,Diane Hall Mutual Fund,OTC,Vritti Radhakrishnan Pvt Ltd Company,Credit-LON,Derivatives,FxSwaps,EGP/VEF,EGP,VEF,0.2919,3704097474.94,1081360480.63,77786046.97,Sell,03-Jun-2026,37040974.75,OTC,New,Y,N,BKUS,Rebalance,01-Dec-2025,01-Jun-2026,0.2919,0.255,3704097474.94,944391150.16,-0.037,Cash,Y,,,,,,,,,,,,,
FXS1928,FusionCap,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,CUST001928,Mary Garcia Pvt Ltd Company,OTC,Joshua Edwards Pvt Ltd Company,FixedIncome-HK,Derivatives,FxSwaps,CNY/EGP,CNY,EGP,6.7371,4125150896.17,27791426821.32,577521125.46,Buy,08-Feb-2026,41251508.96,OTC,New,Y,N,BKUS,Active,06-Nov-2025,06-Feb-2026,6.7371,6.5413,4125150896.17,26983841220.59,-0.1958,Cash,Y,,,,,,,,,,,,,
FXS1929,Sophis,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,CUST001929,Donald Hodges Non-Banking Fin Co,OTC,Emily Schmitt Banking Ltd,FixedIncome-LON,Derivatives,FxForwards,SGD/EUR,SGD,EUR,0.7324,568948842.65,416695835.84,443780097.27,Buy,07-Dec-2027,2844744.21,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,0.6741,05-Dec-2027,,,,,,,,,,,
FXS1930,Summit,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,CUST001930,Randy Morris Brokers Ltd,Broker,Cheryl Davies Non-Banking Fin Co,FixedIncome-HK,Derivatives,FxSwaps,DKK/AUD,DKK,AUD,0.2366,4613112962.72,1091296262.19,691966944.41,Buy,15-Nov-2028,46131129.63,OTC,New,Y,N,BKUS,Passive,13-Nov-2025,13-Nov-2028,0.2366,0.2515,4613112962.72,1160372110.32,0.015,Cash,Y,,,,,,,,,,,,,
FXS1931,Sophis,09-Jan-2023,09-Jan-2023,09-Jan-2023,Y,CUST001931,Sally Campos MD Brokers Ltd,Broker,Ms Janet Freeman Mutual Fund,Forex-NY,Derivatives,FxFutures,VEF/CNY,VEF,CNY,0.5393,12426434573.54,6701306986.15,994114765.88,Sell,11-Jan-2024,124264345.74,Exchange,New,Y,Y,BKUS,Active,,,,,,,,Physical,Y,,,,,,,,JPYUSD-Z25-CME,100000.0,0.6016,09-Jan-2024,43.0,442334310.88
FXS1932,Summit,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,CUST001932,John Spencer Mutual Fund,Broker,Jagdish Raj Pvt Ltd Company,Equity-LON,Derivatives,FxSwaps,USD/VEF,USD,VEF,12.767,439278690.61,5608282889.44,439278690.61,Buy,06-Nov-2028,2196393.45,OTC,New,Y,N,BKUS,Diversify,04-Nov-2025,04-Nov-2028,12.767,12.8875,439278690.61,5661198017.72,0.1205,Cash,Y,,,,,,,,,,,,,
FXS1933,Murex,25-Aug-2023,25-Aug-2023,25-Aug-2023,Y,CUST001933,Adam Martinez Non-Banking Fin Co,OTC,Gautam Swamy Brokers Ltd,FixedIncome-HK,Derivatives,FxOptions,ZAR/GBP,ZAR,GBP,0.0459,15676484158.85,718974066.84,877883112.9,Buy,27-Aug-2025,78382420.79,OTC,New,N,Y,BKUS,Diversify,,,,,,,,Physical,Y,,,Put,0.0442,396263298.27319384,25-Aug-2025,European,,,,,,
FXS1934,Summit,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,CUST001934,Sara Mohanty Banking Ltd,OTC,Jacob Parsons Banking Ltd,Forex-NY,Derivatives,FxOptions,DKK/AUD,DKK,AUD,0.2245,6293403382.18,1412821454.77,944010507.33,Sell,06-May-2026,62934033.82,OTC,Cancelled,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,,,Call,0.263,292243799.78260046,04-May-2026,American,,,,,,
FXS1935,FusionCap,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,CUST001935,Odika Mangal Mutual Fund,OTC,Carly Good Pub Ltd Company,Credit-HK,Derivatives,FxForwards,EGP/DKK,EGP,DKK,0.1603,43464315228.44,6966110029.0,912750619.8,Sell,01-Mar-2026,434643152.28,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,Y,0.171,27-Feb-2026,,,,,,,,,,,
FXS1936,Summit,01-Oct-2025,01-Oct-2025,01-Oct-2025,Y,CUST001936,Leela Trivedi Pvt Ltd Company,Broker,Ryan Rose Non-Banking Fin Co,Forex-HK,Derivatives,FxSwaps,SGD/JPY,SGD,JPY,111.6648,745390440.18,83233861099.27,581404543.34,Sell,03-Apr-2026,7453904.4,OTC,New,Y,N,BKUS,Active,01-Oct-2025,01-Apr-2026,111.6648,112.4411,745390440.18,83812503389.04,0.7763,Cash,Y,,,,,,,,,,,,,
FXS1937,Sophis,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,CUST001937,Miss Katie Harrison Pub Ltd Company,OTC,Pallavi Gopal Non-Banking Fin Co,Forex-LON,Derivatives,FxForwards,SGD/INR,SGD,INR,66.7956,101715585.57,6794157052.93,79338156.75,Sell,05-May-2026,508577.93,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,79.8808,03-May-2026,,,,,,,,,,,
FXS1938,FrontArena,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST001938,Patrick Newman Mutual Fund,OTC,Christine Willis Mutual Fund,Equity-NY,Derivatives,FxSwaps,ZAR/DKK,ZAR,DKK,0.4077,10125169759.88,4128025409.62,567009506.55,Sell,03-Mar-2026,101251697.6,OTC,New,Y,N,BKUS,Passive,01-Dec-2025,01-Mar-2026,0.4077,0.4792,10125169759.88,4851701783.72,0.0715,Cash,Y,,,,,,,,,,,,,
FXS1939,FusionCap,13-Mar-2024,13-Mar-2024,13-Mar-2024,Y,CUST001939,Kyle Smith Non-Banking Fin Co,Broker,Bernard Romero Pvt Ltd Company,Equity-LON,Derivatives,FxForwards,VEF/JPY,VEF,JPY,13.3163,3030750333.3,40358312045.91,242460026.66,Buy,15-Mar-2026,30307503.33,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,12.3529,13-Mar-2026,,,,,,,,,,,
FXS1940,FrontArena,02-Jan-2023,02-Jan-2023,02-Jan-2023,Y,CUST001940,Benjamin Rodgers Mutual Fund,OTC,Dr Guy Morgan Finance Company,FixedIncome-NY,Derivatives,FxOptions,DKK/CAD,DKK,CAD,0.1919,6243869246.83,1197894073.05,936580387.02,Sell,04-Apr-2023,62438692.47,OTC,New,Y,Y,BKUS,Rebalance,,,,,,,,Physical,Y,,,Put,0.1714,308048133.5690993,02-Apr-2023,American,,,,,,
FXS1941,Sophis,13-Nov-2025,13-Nov-2025,13-Nov-2025,N,CUST001941,Dale Zimmerman Pvt Ltd Company,OTC,Hemani Wali Mutual Fund,Forex-HK,Derivatives,FxSwaps,SGD/JPY,SGD,JPY,108.341,1015978609.26,110072173740.39,792463315.23,Buy,15-Nov-2028,10159786.09,OTC,New,Y,N,BKUS,Diversify,13-Nov-2025,13-Nov-2028,108.341,107.2413,1015978609.26,108954901614.49,-1.0997,Cash,Y,,,,,,,,,,,,,
FXS1942,FrontArena,28-May-2024,28-May-2024,28-May-2024,Y,CUST001942,Colleen Fisher Banking Ltd,OTC,Michele Jennings Banking Ltd,FixedIncome-NY,Derivatives,FxForwards,ZAR/CAD,ZAR,CAD,0.0742,12894617372.59,957196568.13,722098572.87,Buy,30-May-2025,128946173.73,OTC,New,Y,Y,BKUS,Active,,,,,,,,Physical,Y,0.0619,28-May-2025,,,,,,,,,,,
FXS1943,FrontArena,06-May-2024,06-May-2024,06-May-2024,Y,CUST001943,Ross Thomas Pub Ltd Company,Broker,Jonathan Hernandez Finance Company,Equity-LON,Derivatives,FxSwaps,VEF/CNY,VEF,CNY,0.5677,1651716935.79,937718171.46,132137354.86,Buy,08-Aug-2024,8258584.68,OTC,New,Y,Y,BKUS,Diversify,06-May-2024,06-Aug-2024,0.5677,0.5376,1651716935.79,887943922.92,-0.0301,Cash,Y,,,,,,,,,,,,,
FXS1944,Summit,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST001944,Michael Barnes Non-Banking Fin Co,Broker,Christopher Jenkins Mutual Fund,FixedIncome-NY,Derivatives,FxForwards,USD/EUR,USD,EUR,0.9332,379437421.41,354085369.07,379437421.41,Buy,07-Feb-2026,3794374.21,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,Y,0.9092,05-Feb-2026,,,,,,,,,,,
FXS1945,Sophis,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,CUST001945,Josephine Jones Mutual Fund,OTC,Anmol Koshy Brokers Ltd,FixedIncome-HK,Derivatives,FxSwaps,VEF/AUD,VEF,AUD,0.133,3106416359.21,413059470.32,248513308.74,Buy,07-Dec-2027,15532081.8,OTC,New,Y,N,BKUS,Active,05-Dec-2025,05-Dec-2027,0.133,0.1071,3106416359.21,332832897.6,-0.0258,Cash,Y,,,,,,,,,,,,,
FXS1946,FusionCap,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,CUST001946,Prisha Venkatesh Non-Banking Fin Co,OTC,Christy Garrett Mutual Fund,Credit-LON,Derivatives,FxSwaps,VEF/EGP,VEF,EGP,4.0011,2080249652.32,8323223411.88,166419972.19,Buy,15-Nov-2027,10401248.26,OTC,Amended,N,N,BKUS,Diversify,13-Nov-2025,13-Nov-2027,4.0011,3.7264,2080249652.32,7751928155.23,-0.2746,Cash,Y,,,,,,,,,,,,,
FXS1947,Sophis,27-Jun-2025,27-Jun-2025,27-Jun-2025,Y,CUST001947,Vrinda Dhawan Mutual Fund,OTC,Jennifer Parker Pub Ltd Company,Credit-NY,Derivatives,FxSwaps,SGD/EGP,SGD,EGP,41.2959,1038455670.86,42883988170.52,809995423.27,Sell,29-Sep-2025,5192278.35,OTC,New,Y,Y,BKUS,Diversify,27-Jun-2025,27-Sep-2025,41.2959,38.2206,1038455670.86,39690378663.43,-3.0753,Cash,N,,,,,,,,,,,,,
FXS1948,FrontArena,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,CUST001948,Joanna Taylor Finance Company,Broker,Shaun Barry Pub Ltd Company,Equity-NY,Derivatives,FxForwards,DKK/ZAR,DKK,ZAR,2.5147,5289721991.94,13301918738.99,793458298.79,Sell,19-Nov-2027,26448609.96,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,2.7514,17-Nov-2027,,,,,,,,,,,
FXS1949,FrontArena,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,CUST001949,Joanna Clark Finance Company,OTC,Aimee Gilbert-Harvey Brokers Ltd,FixedIncome-HK,Derivatives,FxSwaps,DKK/CNY,DKK,CNY,1.0221,2667133062.89,2726094572.66,400069959.43,Buy,07-Jun-2026,13335665.31,OTC,New,Y,N,BKUS,Active,05-Dec-2025,05-Jun-2026,1.0221,0.9805,2667133062.89,2615000904.92,-0.0417,Cash,Y,,,,,,,,,,,,,
FXS1950,Murex,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,CUST001950,Corey Baker Brokers Ltd,OTC,Nathan Jackson Finance Company,FixedIncome-HK,Derivatives,FxSwaps,ZAR/INR,ZAR,INR,4.7765,3650103001.36,17434667896.99,204405768.08,Buy,20-Feb-2026,36501030.01,OTC,New,Y,N,BKUS,Passive,18-Nov-2025,18-Feb-2026,4.7765,4.2018,3650103001.36,15337049023.71,-0.5747,Cash,Y,,,,,,,,,,,,,
FXS1951,FusionCap,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST001951,Shravya Yohannan Non-Banking Fin Co,Broker,Stephen Gonzalez Brokers Ltd,Credit-LON,Derivatives,FxOptions,SGD/EUR,SGD,EUR,0.7973,204630221.22,163145769.42,159611572.55,Sell,03-Jan-2026,1023151.11,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,,,Call,0.8861,6772503.871148608,01-Jan-2026,European,,,,,,
FXS1952,Sophis,08-Mar-2023,08-Mar-2023,08-Mar-2023,Y,CUST001952,Todd Snyder Mutual Fund,Broker,Nancy Howard Non-Banking Fin Co,Credit-HK,Derivatives,FxSwaps,DKK/AUD,DKK,AUD,0.2039,2724507906.41,555578531.87,408676185.96,Sell,10-Mar-2024,27245079.06,OTC,New,N,Y,BKUS,Diversify,08-Mar-2023,08-Mar-2024,0.2039,0.241,2724507906.41,656695477.3,0.0371,Cash,Y,,,,,,,,,,,,,
FXS1953,Murex,03-Dec-2025,03-Dec-2025,03-Dec-2025,N,CUST001953,Ladli Gole Mutual Fund,OTC,Jason Barman Finance Company,Equity-NY,Derivatives,FxSwaps,VEF/ZAR,VEF,ZAR,1.2612,1168063944.84,1473155607.34,93445115.59,Buy,05-Dec-2026,11680639.45,OTC,New,Y,N,BKUS,Active,03-Dec-2025,03-Dec-2026,1.2612,1.0766,1168063944.84,1257525754.3,-0.1846,Cash,Y,,,,,,,,,,,,,
FXS1954,FrontArena,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,CUST001954,Michael Conley Brokers Ltd,OTC,Casey Johnson Banking Ltd,Forex-HK,Derivatives,FxForwards,DKK/AUD,DKK,AUD,0.2475,5417092789.56,1340999815.25,812563918.43,Buy,04-Dec-2028,27085463.95,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,Y,0.249,02-Dec-2028,,,,,,,,,,,
FXS1955,FrontArena,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST001955,Michael Wheeler Pvt Ltd Company,OTC,Radhika Chand Non-Banking Fin Co,Credit-LON,Derivatives,FxForwards,ZAR/USD,ZAR,USD,0.0587,1802657800.06,105837727.87,100948836.8,Buy,07-Feb-2026,18026578.0,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,0.065,05-Feb-2026,,,,,,,,,,,
FXS1956,Summit,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,CUST001956,Tracey Harrison Pub Ltd Company,OTC,Tyler Anderson Mutual Fund,Equity-NY,Derivatives,FxSwaps,VEF/EUR,VEF,EUR,0.0725,7279072828.46,527835341.3,582325826.28,Buy,09-Nov-2027,72790728.28,OTC,New,Y,N,BKUS,Active,07-Nov-2025,07-Nov-2027,0.0725,0.0631,7279072828.46,459428309.93,-0.0094,Cash,Y,,,,,,,,,,,,,
FXS1957,FusionCap,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,CUST001957,Wridesh Barad Pvt Ltd Company,OTC,Teerth Sidhu Banking Ltd,Equity-NY,Derivatives,FxSwaps,SGD/AUD,SGD,AUD,1.3708,654824563.63,897614023.79,510763159.63,Sell,04-Jun-2026,3274122.82,OTC,New,N,N,BKUS,Passive,02-Dec-2025,02-Jun-2026,1.3708,1.1207,654824563.63,733851556.24,-0.2501,Cash,Y,,,,,,,,,,,,,
FXS1958,Murex,24-Sep-2024,24-Sep-2024,24-Sep-2024,Y,CUST001958,Zansi Hayer Brokers Ltd,OTC,Samantha Sanchez Pub Ltd Company,FixedIncome-NY,Derivatives,FxSwaps,VEF/INR,VEF,INR,7.0483,2318064395.4,16338406459.12,185445151.63,Sell,26-Dec-2024,23180643.95,OTC,Amended,Y,Y,BKUS,Active,24-Sep-2024,24-Dec-2024,7.0483,6.3693,2318064395.4,14764562665.24,-0.6789,Cash,Y,,,,,,,,,,,,,
FXS1959,FrontArena,06-Aug-2024,06-Aug-2024,06-Aug-2024,Y,CUST001959,Maria Watts Finance Company,Broker,Colin Robinson-Clark Finance Company,Forex-LON,Derivatives,FxForwards,SGD/CAD,SGD,CAD,1.1937,619359062.0,739335901.91,483100068.36,Buy,08-Aug-2026,3096795.31,OTC,New,N,N,BKUS,Rebalance,,,,,,,,Physical,Y,1.0407,06-Aug-2026,,,,,,,,,,,
FXS1960,Murex,28-Jul-2025,28-Jul-2025,28-Jul-2025,Y,CUST001960,Baljiwan Deep Mutual Fund,OTC,Phillip Schneider Brokers Ltd,Forex-LON,Derivatives,FxForwards,CNY/GBP,CNY,GBP,0.1015,5781450126.31,586762536.69,809403017.68,Buy,30-Jul-2026,28907250.63,OTC,New,N,N,BKUS,Active,,,,,,,,Physical,Y,0.1077,28-Jul-2026,,,,,,,,,,,
FXS1961,FusionCap,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST001961,Jemma May-Williams Banking Ltd,OTC,Matthew Taylor Banking Ltd,FixedIncome-NY,Derivatives,FxForwards,VEF/DKK,VEF,DKK,0.595,1916050395.27,1140058542.11,153284031.62,Buy,07-Dec-2025,19160503.95,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,Y,0.5504,05-Dec-2025,,,,,,,,,,,
FXS1962,Sophis,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST001962,Yadavi Upadhyay Mutual Fund,OTC,Raghav Gaba Brokers Ltd,Equity-NY,Derivatives,FxSwaps,USD/SGD,USD,SGD,1.3039,87245587.5,113755479.5,87245587.5,Buy,07-Feb-2026,872455.88,OTC,New,Y,N,BKUS,Diversify,05-Nov-2025,05-Feb-2026,1.3039,1.5319,87245587.5,133650274.52,0.228,Cash,Y,,,,,,,,,,,,,
FXS1963,Summit,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,CUST001963,Harriet Dean Pvt Ltd Company,Broker,Amanda Short Finance Company,Credit-HK,Derivatives,FxSwaps,VEF/EUR,VEF,EUR,0.0682,11317993769.35,771867390.22,905439501.55,Sell,22-Nov-2026,113179937.69,OTC,New,Y,N,BKUS,Active,20-Nov-2025,20-Nov-2026,0.0682,0.0767,11317993769.35,868545307.88,0.0085,Cash,Y,,,,,,,,,,,,,
FXS1964,FrontArena,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,CUST001964,Jayne Cole-Gordon Brokers Ltd,OTC,Taylor Mendoza Pub Ltd Company,FixedIncome-HK,Derivatives,FxForwards,DKK/INR,DKK,INR,11.8625,2547979490.84,30225301806.78,382196923.63,Buy,15-Nov-2028,12739897.45,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Physical,N,13.1932,13-Nov-2028,,,,,,,,,,,
FXS1965,FrontArena,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,CUST001965,David Lawrence Brokers Ltd,Broker,Patrick Mand Non-Banking Fin Co,Equity-HK,Derivatives,FxSwaps,EGP/JPY,EGP,JPY,3.4711,5869718158.9,20374357020.51,123264081.34,Sell,26-Nov-2028,29348590.79,OTC,New,N,N,BKUS,Rebalance,24-Nov-2025,24-Nov-2028,3.4711,3.7643,5869718158.9,22095656373.74,0.2933,Cash,Y,,,,,,,,,,,,,
FXS1966,Summit,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,CUST001966,Kenneth Thompson Banking Ltd,Broker,Joshua Powell Mutual Fund,FixedIncome-LON,Derivatives,FxSwaps,CNY/CAD,CNY,CAD,0.1877,5552137768.69,1042139900.42,777299287.62,Buy,29-May-2026,27760688.84,OTC,New,Y,N,BKUS,Diversify,27-Nov-2025,27-May-2026,0.1877,0.1914,5552137768.69,1062942926.15,0.0037,Cash,Y,,,,,,,,,,,,,
FXS1967,FusionCap,02-Dec-2025,02-Dec-2025,02-Dec-2025,N,CUST001967,Triya Sinha Non-Banking Fin Co,OTC,Tim Hunter Banking Ltd,FixedIncome-NY,Derivatives,FxSwaps,EGP/INR,EGP,INR,1.7645,12436667830.51,21944131209.9,261170024.44,Buy,04-Dec-2027,62183339.15,OTC,New,Y,N,BKUS,Diversify,02-Dec-2025,02-Dec-2027,1.7645,1.5985,12436667830.51,19880290839.96,-0.1659,Cash,Y,,,,,,,,,,,,,
FXS1968,FusionCap,19-May-2025,19-May-2025,19-May-2025,Y,CUST001968,Hannah Contreras Brokers Ltd,OTC,Upadhriti Kara Non-Banking Fin Co,Credit-NY,Derivatives,FxOptions,SGD/CNY,SGD,CNY,5.9196,613877794.15,3633940534.16,478824679.44,Buy,21-Nov-2025,3069388.97,OTC,New,Y,Y,BKUS,Passive,,,,,,,,Physical,Y,,,Call,5.1625,23368922.447274547,19-Nov-2025,European,,,,,,
FXS1969,Summit,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,CUST001969,Eshana Mitra Mutual Fund,OTC,Jasmit Dutt Pvt Ltd Company,Credit-NY,Derivatives,FxSwaps,VEF/AUD,VEF,AUD,0.1316,6968729928.38,917148106.74,557498394.27,Buy,09-Nov-2028,69687299.28,OTC,New,Y,N,BKUS,Diversify,07-Nov-2025,07-Nov-2028,0.1316,0.1538,6968729928.38,1071985023.45,0.0222,Cash,Y,,,,,,,,,,,,,
FXS1970,Summit,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,CUST001970,Angela Tanner Non-Banking Fin Co,OTC,Wahab Rastogi Mutual Fund,Forex-NY,Derivatives,FxSwaps,DKK/ZAR,DKK,ZAR,2.4193,616019234.87,1490333317.69,92402885.23,Sell,15-Dec-2025,6160192.35,OTC,Amended,Y,N,BKUS,Rebalance,13-Nov-2025,13-Dec-2025,2.4193,2.1384,616019234.87,1317290969.27,-0.2809,Cash,Y,,,,,,,,,,,,,
FXS1971,Murex,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST001971,Travis Lopez Mutual Fund,OTC,Yash Suresh Brokers Ltd,Credit-NY,Derivatives,FxOptions,EGP/CAD,EGP,CAD,0.0272,43596947049.44,1186707026.44,915535888.04,Buy,03-Jun-2026,217984735.25,OTC,New,N,N,BKUS,Diversify,,,,,,,,Physical,Y,,,Call,0.0267,788676034.2994503,01-Jun-2026,American,,,,,,
FXS1972,Murex,15-Sep-2023,15-Sep-2023,15-Sep-2023,Y,CUST001972,Vihaan Jayaraman Mutual Fund,OTC,James Curtis Brokers Ltd,FixedIncome-LON,Derivatives,FxSwaps,ZAR/AUD,ZAR,AUD,0.0944,10232692312.94,965461959.61,573030769.52,Buy,17-Sep-2026,51163461.56,OTC,New,Y,N,BKUS,Active,15-Sep-2023,15-Sep-2026,0.0944,0.1036,10232692312.94,1060119785.33,0.0093,Cash,Y,,,,,,,,,,,,,
